id,gender,age,path,mask
000016,1,18,000016_female_Asian_58,mask3
000016,1,18,000016_female_Asian_58,mask4
000016,1,18,000016_female_Asian_58,mask5
000016,1,18,000016_female_Asian_58,normal
000016,1,18,000016_female_Asian_58,incorrect_mask
000018,1,18,000018_female_Asian_59,mask1
000018,1,18,000018_female_Asian_59,mask2
000018,1,18,000018_female_Asian_59,mask3
000018,1,18,000018_female_Asian_59,mask4
000018,1,18,000018_female_Asian_59,mask5
000018,1,18,000018_female_Asian_59,normal
000018,1,18,000018_female_Asian_59,incorrect_mask
000019,1,18,000019_female_Asian_57,mask1
000019,1,18,000019_female_Asian_57,mask2
000019,1,18,000019_female_Asian_57,mask3
000019,1,18,000019_female_Asian_57,mask4
000019,1,18,000019_female_Asian_57,mask5
000019,1,18,000019_female_Asian_57,normal
000019,1,18,000019_female_Asian_57,incorrect_mask
000020,1,18,000020_female_Asian_50,mask1
000020,1,18,000020_female_Asian_50,mask2
000020,1,18,000020_female_Asian_50,mask3
000020,1,18,000020_female_Asian_50,mask4
000020,1,18,000020_female_Asian_50,mask5
000020,1,18,000020_female_Asian_50,normal
000020,1,18,000020_female_Asian_50,incorrect_mask
000021,1,18,000021_female_Asian_54,mask1
000021,1,18,000021_female_Asian_54,mask2
000021,1,18,000021_female_Asian_54,mask3
000021,1,18,000021_female_Asian_54,mask4
000021,1,18,000021_female_Asian_54,mask5
000021,1,18,000021_female_Asian_54,normal
000021,1,18,000021_female_Asian_54,incorrect_mask
000022,1,18,000022_female_Asian_58,mask1
000022,1,18,000022_female_Asian_58,mask2
000022,1,18,000022_female_Asian_58,mask3
000022,1,18,000022_female_Asian_58,mask4
000022,1,18,000022_female_Asian_58,mask5
000022,1,18,000022_female_Asian_58,normal
000022,1,18,000022_female_Asian_58,incorrect_mask
000023,1,18,000023_female_Asian_55,mask1
000023,1,18,000023_female_Asian_55,mask2
000023,1,18,000023_female_Asian_55,mask3
000023,1,18,000023_female_Asian_55,mask4
000023,1,18,000023_female_Asian_55,mask5
000023,1,18,000023_female_Asian_55,normal
000023,1,18,000023_female_Asian_55,incorrect_mask
000024,1,18,000024_female_Asian_58,mask1
000024,1,18,000024_female_Asian_58,mask2
000024,1,18,000024_female_Asian_58,mask3
000024,1,18,000024_female_Asian_58,mask4
000024,1,18,000024_female_Asian_58,mask5
000024,1,18,000024_female_Asian_58,normal
000024,1,18,000024_female_Asian_58,incorrect_mask
000025,1,18,000025_female_Asian_49,mask1
000025,1,18,000025_female_Asian_49,mask2
000025,1,18,000025_female_Asian_49,mask3
000025,1,18,000025_female_Asian_49,mask4
000025,1,18,000025_female_Asian_49,mask5
000025,1,18,000025_female_Asian_49,normal
000025,1,18,000025_female_Asian_49,incorrect_mask
000026,1,18,000026_female_Asian_56,mask1
000026,1,18,000026_female_Asian_56,mask2
000026,1,18,000026_female_Asian_56,mask3
000026,1,18,000026_female_Asian_56,mask4
000026,1,18,000026_female_Asian_56,mask5
000026,1,18,000026_female_Asian_56,normal
000026,1,18,000026_female_Asian_56,incorrect_mask
000028,1,18,000028_female_Asian_58,mask1
000028,1,18,000028_female_Asian_58,mask2
000028,1,18,000028_female_Asian_58,mask3
000028,1,18,000028_female_Asian_58,mask4
000028,1,18,000028_female_Asian_58,mask5
000028,1,18,000028_female_Asian_58,normal
000028,1,18,000028_female_Asian_58,incorrect_mask
000029,1,18,000029_female_Asian_58,mask1
000029,1,18,000029_female_Asian_58,mask2
000029,1,18,000029_female_Asian_58,mask3
000029,1,18,000029_female_Asian_58,mask4
000029,1,18,000029_female_Asian_58,mask5
000029,1,18,000029_female_Asian_58,normal
000029,1,18,000029_female_Asian_58,incorrect_mask
000030,1,18,000030_female_Asian_55,mask1
000030,1,18,000030_female_Asian_55,mask2
000030,1,18,000030_female_Asian_55,mask3
000030,1,18,000030_female_Asian_55,mask4
000030,1,18,000030_female_Asian_55,mask5
000030,1,18,000030_female_Asian_55,normal
000030,1,18,000030_female_Asian_55,incorrect_mask
000031,1,18,000031_female_Asian_54,mask1
000031,1,18,000031_female_Asian_54,mask2
000031,1,18,000031_female_Asian_54,mask3
000031,1,18,000031_female_Asian_54,mask4
000031,1,18,000031_female_Asian_54,mask5
000031,1,18,000031_female_Asian_54,normal
000031,1,18,000031_female_Asian_54,incorrect_mask
000033,1,18,000033_male_Asian_57,mask1
000033,1,18,000033_male_Asian_57,mask2
000033,1,18,000033_male_Asian_57,mask3
000033,1,18,000033_male_Asian_57,mask4
000033,1,18,000033_male_Asian_57,mask5
000033,1,18,000033_male_Asian_57,normal
000033,1,18,000033_male_Asian_57,incorrect_mask
000034,1,18,000034_female_Asian_55,mask1
000034,1,18,000034_female_Asian_55,mask2
000034,1,18,000034_female_Asian_55,mask3
000034,1,18,000034_female_Asian_55,mask4
000034,1,18,000034_female_Asian_55,mask5
000034,1,18,000034_female_Asian_55,normal
000034,1,18,000034_female_Asian_55,incorrect_mask
000036,1,18,000036_female_Asian_58,mask1
000036,1,18,000036_female_Asian_58,mask2
000036,1,18,000036_female_Asian_58,mask3
000036,1,18,000036_female_Asian_58,mask4
000036,1,18,000036_female_Asian_58,mask5
000036,1,18,000036_female_Asian_58,normal
000036,1,18,000036_female_Asian_58,incorrect_mask
000037,1,18,000037_female_Asian_58,mask1
000037,1,18,000037_female_Asian_58,mask2
000037,1,18,000037_female_Asian_58,mask3
000037,1,18,000037_female_Asian_58,mask4
000037,1,18,000037_female_Asian_58,mask5
000037,1,18,000037_female_Asian_58,normal
000037,1,18,000037_female_Asian_58,incorrect_mask
000038,1,18,000038_female_Asian_58,mask1
000038,1,18,000038_female_Asian_58,mask2
000038,1,18,000038_female_Asian_58,mask3
000038,1,18,000038_female_Asian_58,mask4
000038,1,18,000038_female_Asian_58,mask5
000038,1,18,000038_female_Asian_58,normal
000038,1,18,000038_female_Asian_58,incorrect_mask
000039,1,18,000039_female_Asian_57,mask1
000039,1,18,000039_female_Asian_57,mask2
000039,1,18,000039_female_Asian_57,mask3
000039,1,18,000039_female_Asian_57,mask4
000039,1,18,000039_female_Asian_57,mask5
000039,1,18,000039_female_Asian_57,normal
000039,1,18,000039_female_Asian_57,incorrect_mask
000040,1,18,000040_female_Asian_57,mask1
000040,1,18,000040_female_Asian_57,mask2
000040,1,18,000040_female_Asian_57,mask3
000040,1,18,000040_female_Asian_57,mask4
000040,1,18,000040_female_Asian_57,mask5
000040,1,18,000040_female_Asian_57,normal
000040,1,18,000040_female_Asian_57,incorrect_mask
000041,1,18,000041_female_Asian_58,mask1
000041,1,18,000041_female_Asian_58,mask2
000041,1,18,000041_female_Asian_58,mask3
000041,1,18,000041_female_Asian_58,mask4
000041,1,18,000041_female_Asian_58,mask5
000041,1,18,000041_female_Asian_58,normal
000041,1,18,000041_female_Asian_58,incorrect_mask
000043,1,18,000043_male_Asian_56,mask1
000043,1,18,000043_male_Asian_56,mask2
000043,1,18,000043_male_Asian_56,mask3
000043,1,18,000043_male_Asian_56,mask4
000043,1,18,000043_male_Asian_56,mask5
000043,1,18,000043_male_Asian_56,normal
000043,1,18,000043_male_Asian_56,incorrect_mask
000044,1,18,000044_female_Asian_58,mask1
000044,1,18,000044_female_Asian_58,mask2
000044,1,18,000044_female_Asian_58,mask3
000044,1,18,000044_female_Asian_58,mask4
000044,1,18,000044_female_Asian_58,mask5
000044,1,18,000044_female_Asian_58,normal
000044,1,18,000044_female_Asian_58,incorrect_mask
000045,1,18,000045_female_Asian_56,mask1
000045,1,18,000045_female_Asian_56,mask2
000045,1,18,000045_female_Asian_56,mask3
000045,1,18,000045_female_Asian_56,mask4
000045,1,18,000045_female_Asian_56,mask5
000045,1,18,000045_female_Asian_56,normal
000045,1,18,000045_female_Asian_56,incorrect_mask
000046,1,18,000046_male_Asian_55,mask1
000046,1,18,000046_male_Asian_55,mask2
000046,1,18,000046_male_Asian_55,mask3
000046,1,18,000046_male_Asian_55,mask4
000046,1,18,000046_male_Asian_55,mask5
000046,1,18,000046_male_Asian_55,normal
000046,1,18,000046_male_Asian_55,incorrect_mask
000047,1,18,000047_male_Asian_58,mask1
000047,1,18,000047_male_Asian_58,mask2
000047,1,18,000047_male_Asian_58,mask3
000047,1,18,000047_male_Asian_58,mask4
000047,1,18,000047_male_Asian_58,mask5
000047,1,18,000047_male_Asian_58,normal
000047,1,18,000047_male_Asian_58,incorrect_mask
000048,1,18,000048_female_Asian_57,mask1
000048,1,18,000048_female_Asian_57,mask2
000048,1,18,000048_female_Asian_57,mask3
000048,1,18,000048_female_Asian_57,mask4
000048,1,18,000048_female_Asian_57,mask5
000048,1,18,000048_female_Asian_57,normal
000048,1,18,000048_female_Asian_57,incorrect_mask
000062,1,18,000062_female_Asian_55,mask1
000062,1,18,000062_female_Asian_55,mask2
000062,1,18,000062_female_Asian_55,mask3
000062,1,18,000062_female_Asian_55,mask4
000062,1,18,000062_female_Asian_55,mask5
000062,1,18,000062_female_Asian_55,normal
000062,1,18,000062_female_Asian_55,incorrect_mask
000064,1,18,000064_male_Asian_59,mask1
000064,1,18,000064_male_Asian_59,mask2
000064,1,18,000064_male_Asian_59,mask3
000064,1,18,000064_male_Asian_59,mask4
000064,1,18,000064_male_Asian_59,mask5
000064,1,18,000064_male_Asian_59,normal
000064,1,18,000064_male_Asian_59,incorrect_mask
000066,1,18,000066_female_Asian_53,mask1
000066,1,18,000066_female_Asian_53,mask2
000066,1,18,000066_female_Asian_53,mask3
000066,1,18,000066_female_Asian_53,mask4
000066,1,18,000066_female_Asian_53,mask5
000066,1,18,000066_female_Asian_53,normal
000066,1,18,000066_female_Asian_53,incorrect_mask
000067,1,18,000067_female_Asian_54,mask1
000067,1,18,000067_female_Asian_54,mask2
000067,1,18,000067_female_Asian_54,mask3
000067,1,18,000067_female_Asian_54,mask4
000067,1,18,000067_female_Asian_54,mask5
000067,1,18,000067_female_Asian_54,normal
000067,1,18,000067_female_Asian_54,incorrect_mask
000069,1,18,000069_female_Asian_54,mask1
000069,1,18,000069_female_Asian_54,mask2
000069,1,18,000069_female_Asian_54,mask3
000069,1,18,000069_female_Asian_54,mask4
000069,1,18,000069_female_Asian_54,mask5
000069,1,18,000069_female_Asian_54,normal
000069,1,18,000069_female_Asian_54,incorrect_mask
000070,1,18,000070_female_Asian_58,mask1
000070,1,18,000070_female_Asian_58,mask2
000070,1,18,000070_female_Asian_58,mask3
000070,1,18,000070_female_Asian_58,mask4
000070,1,18,000070_female_Asian_58,mask5
000070,1,18,000070_female_Asian_58,normal
000070,1,18,000070_female_Asian_58,incorrect_mask
000071,1,18,000071_female_Asian_56,mask1
000071,1,18,000071_female_Asian_56,mask2
000071,1,18,000071_female_Asian_56,mask3
000071,1,18,000071_female_Asian_56,mask4
000071,1,18,000071_female_Asian_56,mask5
000071,1,18,000071_female_Asian_56,normal
000071,1,18,000071_female_Asian_56,incorrect_mask
000073,1,18,000073_female_Asian_52,mask1
000073,1,18,000073_female_Asian_52,mask2
000073,1,18,000073_female_Asian_52,mask3
000073,1,18,000073_female_Asian_52,mask4
000073,1,18,000073_female_Asian_52,mask5
000073,1,18,000073_female_Asian_52,normal
000073,1,18,000073_female_Asian_52,incorrect_mask
000075,1,18,000075_female_Asian_56,mask1
000075,1,18,000075_female_Asian_56,mask2
000075,1,18,000075_female_Asian_56,mask3
000075,1,18,000075_female_Asian_56,mask4
000075,1,18,000075_female_Asian_56,mask5
000075,1,18,000075_female_Asian_56,normal
000075,1,18,000075_female_Asian_56,incorrect_mask
000077,1,18,000077_male_Asian_59,mask1
000077,1,18,000077_male_Asian_59,mask2
000077,1,18,000077_male_Asian_59,mask3
000077,1,18,000077_male_Asian_59,mask4
000077,1,18,000077_male_Asian_59,mask5
000077,1,18,000077_male_Asian_59,normal
000077,1,18,000077_male_Asian_59,incorrect_mask
000078,1,18,000078_female_Asian_55,mask1
000078,1,18,000078_female_Asian_55,mask2
000078,1,18,000078_female_Asian_55,mask3
000078,1,18,000078_female_Asian_55,mask4
000078,1,18,000078_female_Asian_55,mask5
000078,1,18,000078_female_Asian_55,normal
000078,1,18,000078_female_Asian_55,incorrect_mask
000079,1,18,000079_female_Asian_57,mask1
000079,1,18,000079_female_Asian_57,mask2
000079,1,18,000079_female_Asian_57,mask3
000079,1,18,000079_female_Asian_57,mask4
000079,1,18,000079_female_Asian_57,mask5
000079,1,18,000079_female_Asian_57,normal
000079,1,18,000079_female_Asian_57,incorrect_mask
000080,1,18,000080_female_Asian_57,mask1
000080,1,18,000080_female_Asian_57,mask2
000080,1,18,000080_female_Asian_57,mask3
000080,1,18,000080_female_Asian_57,mask4
000080,1,18,000080_female_Asian_57,mask5
000080,1,18,000080_female_Asian_57,normal
000080,1,18,000080_female_Asian_57,incorrect_mask
000206,1,18,000206_female_Asian_57,mask1
000206,1,18,000206_female_Asian_57,mask2
000206,1,18,000206_female_Asian_57,mask3
000206,1,18,000206_female_Asian_57,mask4
000206,1,18,000206_female_Asian_57,mask5
000206,1,18,000206_female_Asian_57,normal
000206,1,18,000206_female_Asian_57,incorrect_mask
000207,1,18,000207_female_Asian_56,mask1
000207,1,18,000207_female_Asian_56,mask2
000207,1,18,000207_female_Asian_56,mask3
000207,1,18,000207_female_Asian_56,mask4
000207,1,18,000207_female_Asian_56,mask5
000207,1,18,000207_female_Asian_56,normal
000207,1,18,000207_female_Asian_56,incorrect_mask
000209,1,18,000209_female_Asian_56,mask1
000209,1,18,000209_female_Asian_56,mask2
000209,1,18,000209_female_Asian_56,mask3
000209,1,18,000209_female_Asian_56,mask4
000209,1,18,000209_female_Asian_56,mask5
000209,1,18,000209_female_Asian_56,normal
000209,1,18,000209_female_Asian_56,incorrect_mask
000210,1,18,000210_female_Asian_54,mask1
000210,1,18,000210_female_Asian_54,mask2
000210,1,18,000210_female_Asian_54,mask3
000210,1,18,000210_female_Asian_54,mask4
000210,1,18,000210_female_Asian_54,mask5
000210,1,18,000210_female_Asian_54,normal
000210,1,18,000210_female_Asian_54,incorrect_mask
000212,1,18,000212_female_Asian_51,mask1
000212,1,18,000212_female_Asian_51,mask2
000212,1,18,000212_female_Asian_51,mask3
000212,1,18,000212_female_Asian_51,mask4
000212,1,18,000212_female_Asian_51,mask5
000212,1,18,000212_female_Asian_51,normal
000212,1,18,000212_female_Asian_51,incorrect_mask
000214,1,18,000214_female_Asian_51,mask1
000214,1,18,000214_female_Asian_51,mask2
000214,1,18,000214_female_Asian_51,mask3
000214,1,18,000214_female_Asian_51,mask4
000214,1,18,000214_female_Asian_51,mask5
000214,1,18,000214_female_Asian_51,normal
000214,1,18,000214_female_Asian_51,incorrect_mask
000215,1,18,000215_female_Asian_59,mask1
000215,1,18,000215_female_Asian_59,mask2
000215,1,18,000215_female_Asian_59,mask3
000215,1,18,000215_female_Asian_59,mask4
000215,1,18,000215_female_Asian_59,mask5
000215,1,18,000215_female_Asian_59,normal
000215,1,18,000215_female_Asian_59,incorrect_mask
000216,1,18,000216_female_Asian_56,mask1
000216,1,18,000216_female_Asian_56,mask2
000216,1,18,000216_female_Asian_56,mask3
000216,1,18,000216_female_Asian_56,mask4
000216,1,18,000216_female_Asian_56,mask5
000216,1,18,000216_female_Asian_56,normal
000216,1,18,000216_female_Asian_56,incorrect_mask
000217,1,18,000217_female_Asian_54,mask1
000217,1,18,000217_female_Asian_54,mask2
000217,1,18,000217_female_Asian_54,mask3
000217,1,18,000217_female_Asian_54,mask4
000217,1,18,000217_female_Asian_54,mask5
000217,1,18,000217_female_Asian_54,normal
000217,1,18,000217_female_Asian_54,incorrect_mask
000218,1,18,000218_female_Asian_59,mask1
000218,1,18,000218_female_Asian_59,mask2
000218,1,18,000218_female_Asian_59,mask3
000218,1,18,000218_female_Asian_59,mask4
000218,1,18,000218_female_Asian_59,mask5
000218,1,18,000218_female_Asian_59,normal
000218,1,18,000218_female_Asian_59,incorrect_mask
000219,1,18,000219_female_Asian_53,mask1
000219,1,18,000219_female_Asian_53,mask2
000219,1,18,000219_female_Asian_53,mask3
000219,1,18,000219_female_Asian_53,mask4
000219,1,18,000219_female_Asian_53,mask5
000219,1,18,000219_female_Asian_53,normal
000219,1,18,000219_female_Asian_53,incorrect_mask
000221,1,18,000221_female_Asian_40,mask1
000221,1,18,000221_female_Asian_40,mask2
000221,1,18,000221_female_Asian_40,mask3
000221,1,18,000221_female_Asian_40,mask4
000221,1,18,000221_female_Asian_40,mask5
000221,1,18,000221_female_Asian_40,normal
000221,1,18,000221_female_Asian_40,incorrect_mask
000224,1,18,000224_female_Asian_56,mask1
000224,1,18,000224_female_Asian_56,mask2
000224,1,18,000224_female_Asian_56,mask3
000224,1,18,000224_female_Asian_56,mask4
000224,1,18,000224_female_Asian_56,mask5
000224,1,18,000224_female_Asian_56,normal
000224,1,18,000224_female_Asian_56,incorrect_mask
000225,1,18,000225_female_Asian_25,mask1
000225,1,18,000225_female_Asian_25,mask2
000225,1,18,000225_female_Asian_25,mask3
000225,1,18,000225_female_Asian_25,mask4
000225,1,18,000225_female_Asian_25,mask5
000225,1,18,000225_female_Asian_25,normal
000225,1,18,000225_female_Asian_25,incorrect_mask
000226,1,18,000226_female_Asian_58,mask1
000226,1,18,000226_female_Asian_58,mask2
000226,1,18,000226_female_Asian_58,mask3
000226,1,18,000226_female_Asian_58,mask4
000226,1,18,000226_female_Asian_58,mask5
000226,1,18,000226_female_Asian_58,normal
000226,1,18,000226_female_Asian_58,incorrect_mask
000227,1,18,000227_female_Asian_59,mask1
000227,1,18,000227_female_Asian_59,mask2
000227,1,18,000227_female_Asian_59,mask3
000227,1,18,000227_female_Asian_59,mask4
000227,1,18,000227_female_Asian_59,mask5
000227,1,18,000227_female_Asian_59,normal
000227,1,18,000227_female_Asian_59,incorrect_mask
000228,1,18,000228_female_Asian_56,mask1
000228,1,18,000228_female_Asian_56,mask2
000228,1,18,000228_female_Asian_56,mask3
000228,1,18,000228_female_Asian_56,mask4
000228,1,18,000228_female_Asian_56,mask5
000228,1,18,000228_female_Asian_56,normal
000228,1,18,000228_female_Asian_56,incorrect_mask
000229,1,18,000229_male_Asian_56,mask1
000229,1,18,000229_male_Asian_56,mask2
000229,1,18,000229_male_Asian_56,mask3
000229,1,18,000229_male_Asian_56,mask4
000229,1,18,000229_male_Asian_56,mask5
000229,1,18,000229_male_Asian_56,normal
000229,1,18,000229_male_Asian_56,incorrect_mask
000231,1,18,000231_male_Asian_56,mask1
000231,1,18,000231_male_Asian_56,mask2
000231,1,18,000231_male_Asian_56,mask3
000231,1,18,000231_male_Asian_56,mask4
000231,1,18,000231_male_Asian_56,mask5
000231,1,18,000231_male_Asian_56,normal
000231,1,18,000231_male_Asian_56,incorrect_mask
000232,1,18,000232_male_Asian_53,mask1
000232,1,18,000232_male_Asian_53,mask2
000232,1,18,000232_male_Asian_53,mask3
000232,1,18,000232_male_Asian_53,mask4
000232,1,18,000232_male_Asian_53,mask5
000232,1,18,000232_male_Asian_53,normal
000232,1,18,000232_male_Asian_53,incorrect_mask
000235,1,18,000235_male_Asian_57,mask1
000235,1,18,000235_male_Asian_57,mask2
000235,1,18,000235_male_Asian_57,mask3
000235,1,18,000235_male_Asian_57,mask4
000235,1,18,000235_male_Asian_57,mask5
000235,1,18,000235_male_Asian_57,normal
000235,1,18,000235_male_Asian_57,incorrect_mask
000236,1,18,000236_male_Asian_51,mask1
000236,1,18,000236_male_Asian_51,mask2
000236,1,18,000236_male_Asian_51,mask3
000236,1,18,000236_male_Asian_51,mask4
000236,1,18,000236_male_Asian_51,mask5
000236,1,18,000236_male_Asian_51,normal
000236,1,18,000236_male_Asian_51,incorrect_mask
000237,1,18,000237_male_Asian_56,mask1
000237,1,18,000237_male_Asian_56,mask2
000237,1,18,000237_male_Asian_56,mask3
000237,1,18,000237_male_Asian_56,mask4
000237,1,18,000237_male_Asian_56,mask5
000237,1,18,000237_male_Asian_56,normal
000237,1,18,000237_male_Asian_56,incorrect_mask
000238,1,18,000238_male_Asian_57,mask1
000238,1,18,000238_male_Asian_57,mask2
000238,1,18,000238_male_Asian_57,mask3
000238,1,18,000238_male_Asian_57,mask4
000238,1,18,000238_male_Asian_57,mask5
000238,1,18,000238_male_Asian_57,normal
000238,1,18,000238_male_Asian_57,incorrect_mask
000240,1,18,000240_male_Asian_57,mask1
000240,1,18,000240_male_Asian_57,mask2
000240,1,18,000240_male_Asian_57,mask3
000240,1,18,000240_male_Asian_57,mask4
000240,1,18,000240_male_Asian_57,mask5
000240,1,18,000240_male_Asian_57,normal
000240,1,18,000240_male_Asian_57,incorrect_mask
000241,1,18,000241_male_Asian_56,mask1
000241,1,18,000241_male_Asian_56,mask2
000241,1,18,000241_male_Asian_56,mask3
000241,1,18,000241_male_Asian_56,mask4
000241,1,18,000241_male_Asian_56,mask5
000241,1,18,000241_male_Asian_56,normal
000241,1,18,000241_male_Asian_56,incorrect_mask
000242,1,18,000242_male_Asian_56,mask1
000242,1,18,000242_male_Asian_56,mask2
000242,1,18,000242_male_Asian_56,mask3
000242,1,18,000242_male_Asian_56,mask4
000242,1,18,000242_male_Asian_56,mask5
000242,1,18,000242_male_Asian_56,normal
000242,1,18,000242_male_Asian_56,incorrect_mask
000243,1,18,000243_female_Asian_58,mask1
000243,1,18,000243_female_Asian_58,mask2
000243,1,18,000243_female_Asian_58,mask3
000243,1,18,000243_female_Asian_58,mask4
000243,1,18,000243_female_Asian_58,mask5
000243,1,18,000243_female_Asian_58,normal
000243,1,18,000243_female_Asian_58,incorrect_mask
000244,1,18,000244_female_Asian_56,mask1
000244,1,18,000244_female_Asian_56,mask2
000244,1,18,000244_female_Asian_56,mask3
000244,1,18,000244_female_Asian_56,mask4
000244,1,18,000244_female_Asian_56,mask5
000244,1,18,000244_female_Asian_56,normal
000244,1,18,000244_female_Asian_56,incorrect_mask
000245,1,18,000245_male_Asian_58,mask1
000245,1,18,000245_male_Asian_58,mask2
000245,1,18,000245_male_Asian_58,mask3
000245,1,18,000245_male_Asian_58,mask4
000245,1,18,000245_male_Asian_58,mask5
000245,1,18,000245_male_Asian_58,normal
000245,1,18,000245_male_Asian_58,incorrect_mask
000248,1,18,000248_female_Asian_54,mask1
000248,1,18,000248_female_Asian_54,mask2
000248,1,18,000248_female_Asian_54,mask3
000248,1,18,000248_female_Asian_54,mask4
000248,1,18,000248_female_Asian_54,mask5
000248,1,18,000248_female_Asian_54,normal
000248,1,18,000248_female_Asian_54,incorrect_mask
000249,1,18,000249_male_Asian_53,mask1
000249,1,18,000249_male_Asian_53,mask2
000249,1,18,000249_male_Asian_53,mask3
000249,1,18,000249_male_Asian_53,mask4
000249,1,18,000249_male_Asian_53,mask5
000249,1,18,000249_male_Asian_53,normal
000249,1,18,000249_male_Asian_53,incorrect_mask
000255,1,18,000255_female_Asian_59,mask1
000255,1,18,000255_female_Asian_59,mask2
000255,1,18,000255_female_Asian_59,mask3
000255,1,18,000255_female_Asian_59,mask4
000255,1,18,000255_female_Asian_59,mask5
000255,1,18,000255_female_Asian_59,normal
000255,1,18,000255_female_Asian_59,incorrect_mask
000256,1,18,000256_female_Asian_58,mask1
000256,1,18,000256_female_Asian_58,mask2
000256,1,18,000256_female_Asian_58,mask3
000256,1,18,000256_female_Asian_58,mask4
000256,1,18,000256_female_Asian_58,mask5
000256,1,18,000256_female_Asian_58,normal
000256,1,18,000256_female_Asian_58,incorrect_mask
000260,1,18,000260_female_Asian_58,mask1
000260,1,18,000260_female_Asian_58,mask2
000260,1,18,000260_female_Asian_58,mask3
000260,1,18,000260_female_Asian_58,mask4
000260,1,18,000260_female_Asian_58,mask5
000260,1,18,000260_female_Asian_58,normal
000260,1,18,000260_female_Asian_58,incorrect_mask
000261,1,18,000261_female_Asian_58,mask1
000261,1,18,000261_female_Asian_58,mask2
000261,1,18,000261_female_Asian_58,mask3
000261,1,18,000261_female_Asian_58,mask4
000261,1,18,000261_female_Asian_58,mask5
000261,1,18,000261_female_Asian_58,normal
000261,1,18,000261_female_Asian_58,incorrect_mask
