id,gender,age,path,mask,mask_1
000020,1,18,000020_female_Asian_50,mask3,1
000020,1,18,000020_female_Asian_50,mask4,1
000020,1,18,000020_female_Asian_50,mask5,1
000020,1,18,000020_female_Asian_50,normal,0
000020,1,18,000020_female_Asian_50,incorrect_mask,2
000021,1,18,000021_female_Asian_54,mask1,1
000021,1,18,000021_female_Asian_54,mask2,1
000021,1,18,000021_female_Asian_54,mask3,1
000021,1,18,000021_female_Asian_54,mask4,1
000021,1,18,000021_female_Asian_54,mask5,1
000021,1,18,000021_female_Asian_54,normal,0
000021,1,18,000021_female_Asian_54,incorrect_mask,2
000022,1,18,000022_female_Asian_58,mask1,1
000022,1,18,000022_female_Asian_58,mask2,1
000022,1,18,000022_female_Asian_58,mask3,1
000022,1,18,000022_female_Asian_58,mask4,1
000022,1,18,000022_female_Asian_58,mask5,1
000022,1,18,000022_female_Asian_58,normal,0
000022,1,18,000022_female_Asian_58,incorrect_mask,2
000023,1,18,000023_female_Asian_55,mask1,1
000023,1,18,000023_female_Asian_55,mask2,1
000023,1,18,000023_female_Asian_55,mask3,1
000023,1,18,000023_female_Asian_55,mask4,1
000023,1,18,000023_female_Asian_55,mask5,1
000023,1,18,000023_female_Asian_55,normal,0
000023,1,18,000023_female_Asian_55,incorrect_mask,2
000024,1,18,000024_female_Asian_58,mask1,1
000024,1,18,000024_female_Asian_58,mask2,1
000024,1,18,000024_female_Asian_58,mask3,1
000024,1,18,000024_female_Asian_58,mask4,1
000024,1,18,000024_female_Asian_58,mask5,1
000024,1,18,000024_female_Asian_58,normal,0
000024,1,18,000024_female_Asian_58,incorrect_mask,2
000025,1,18,000025_female_Asian_49,mask1,1
000025,1,18,000025_female_Asian_49,mask2,1
000025,1,18,000025_female_Asian_49,mask3,1
000025,1,18,000025_female_Asian_49,mask4,1
000025,1,18,000025_female_Asian_49,mask5,1
000025,1,18,000025_female_Asian_49,normal,0
000025,1,18,000025_female_Asian_49,incorrect_mask,2
000026,1,18,000026_female_Asian_56,mask1,1
000026,1,18,000026_female_Asian_56,mask2,1
000026,1,18,000026_female_Asian_56,mask3,1
000026,1,18,000026_female_Asian_56,mask4,1
000026,1,18,000026_female_Asian_56,mask5,1
000026,1,18,000026_female_Asian_56,normal,0
000026,1,18,000026_female_Asian_56,incorrect_mask,2
000028,1,18,000028_female_Asian_58,mask1,1
000028,1,18,000028_female_Asian_58,mask2,1
000028,1,18,000028_female_Asian_58,mask3,1
000028,1,18,000028_female_Asian_58,mask4,1
000028,1,18,000028_female_Asian_58,mask5,1
000028,1,18,000028_female_Asian_58,normal,0
000028,1,18,000028_female_Asian_58,incorrect_mask,2
000029,1,18,000029_female_Asian_58,mask1,1
000029,1,18,000029_female_Asian_58,mask2,1
000029,1,18,000029_female_Asian_58,mask3,1
000029,1,18,000029_female_Asian_58,mask4,1
000029,1,18,000029_female_Asian_58,mask5,1
000029,1,18,000029_female_Asian_58,normal,0
000029,1,18,000029_female_Asian_58,incorrect_mask,2
000030,1,18,000030_female_Asian_55,mask1,1
000030,1,18,000030_female_Asian_55,mask2,1
000030,1,18,000030_female_Asian_55,mask3,1
000030,1,18,000030_female_Asian_55,mask4,1
000030,1,18,000030_female_Asian_55,mask5,1
000030,1,18,000030_female_Asian_55,normal,0
000030,1,18,000030_female_Asian_55,incorrect_mask,2
000031,1,18,000031_female_Asian_54,mask1,1
000031,1,18,000031_female_Asian_54,mask2,1
000031,1,18,000031_female_Asian_54,mask3,1
000031,1,18,000031_female_Asian_54,mask4,1
000031,1,18,000031_female_Asian_54,mask5,1
000031,1,18,000031_female_Asian_54,normal,0
000031,1,18,000031_female_Asian_54,incorrect_mask,2
000033,1,18,000033_male_Asian_57,mask1,1
000033,1,18,000033_male_Asian_57,mask2,1
000033,1,18,000033_male_Asian_57,mask3,1
000033,1,18,000033_male_Asian_57,mask4,1
000033,1,18,000033_male_Asian_57,mask5,1
000033,1,18,000033_male_Asian_57,normal,0
000033,1,18,000033_male_Asian_57,incorrect_mask,2
000034,1,18,000034_female_Asian_55,mask1,1
000034,1,18,000034_female_Asian_55,mask2,1
000034,1,18,000034_female_Asian_55,mask3,1
000034,1,18,000034_female_Asian_55,mask4,1
000034,1,18,000034_female_Asian_55,mask5,1
000034,1,18,000034_female_Asian_55,normal,0
000034,1,18,000034_female_Asian_55,incorrect_mask,2
000036,1,18,000036_female_Asian_58,mask1,1
000036,1,18,000036_female_Asian_58,mask2,1
000036,1,18,000036_female_Asian_58,mask3,1
000036,1,18,000036_female_Asian_58,mask4,1
000036,1,18,000036_female_Asian_58,mask5,1
000036,1,18,000036_female_Asian_58,normal,0
000036,1,18,000036_female_Asian_58,incorrect_mask,2
000037,1,18,000037_female_Asian_58,mask1,1
000037,1,18,000037_female_Asian_58,mask2,1
000037,1,18,000037_female_Asian_58,mask3,1
000037,1,18,000037_female_Asian_58,mask4,1
000037,1,18,000037_female_Asian_58,mask5,1
000037,1,18,000037_female_Asian_58,normal,0
000037,1,18,000037_female_Asian_58,incorrect_mask,2
000038,1,18,000038_female_Asian_58,mask1,1
000038,1,18,000038_female_Asian_58,mask2,1
000038,1,18,000038_female_Asian_58,mask3,1
000038,1,18,000038_female_Asian_58,mask4,1
000038,1,18,000038_female_Asian_58,mask5,1
000038,1,18,000038_female_Asian_58,normal,0
000038,1,18,000038_female_Asian_58,incorrect_mask,2
000039,1,18,000039_female_Asian_57,mask1,1
000039,1,18,000039_female_Asian_57,mask2,1
000039,1,18,000039_female_Asian_57,mask3,1
000039,1,18,000039_female_Asian_57,mask4,1
000039,1,18,000039_female_Asian_57,mask5,1
000039,1,18,000039_female_Asian_57,normal,0
000039,1,18,000039_female_Asian_57,incorrect_mask,2
000040,1,18,000040_female_Asian_57,mask1,1
000040,1,18,000040_female_Asian_57,mask2,1
000040,1,18,000040_female_Asian_57,mask3,1
000040,1,18,000040_female_Asian_57,mask4,1
000040,1,18,000040_female_Asian_57,mask5,1
000040,1,18,000040_female_Asian_57,normal,0
000040,1,18,000040_female_Asian_57,incorrect_mask,2
000041,1,18,000041_female_Asian_58,mask1,1
000041,1,18,000041_female_Asian_58,mask2,1
000041,1,18,000041_female_Asian_58,mask3,1
000041,1,18,000041_female_Asian_58,mask4,1
000041,1,18,000041_female_Asian_58,mask5,1
000041,1,18,000041_female_Asian_58,normal,0
000041,1,18,000041_female_Asian_58,incorrect_mask,2
000043,1,18,000043_male_Asian_56,mask1,1
000043,1,18,000043_male_Asian_56,mask2,1
000043,1,18,000043_male_Asian_56,mask3,1
000043,1,18,000043_male_Asian_56,mask4,1
000043,1,18,000043_male_Asian_56,mask5,1
000043,1,18,000043_male_Asian_56,normal,0
000043,1,18,000043_male_Asian_56,incorrect_mask,2
000044,1,18,000044_female_Asian_58,mask1,1
000044,1,18,000044_female_Asian_58,mask2,1
000044,1,18,000044_female_Asian_58,mask3,1
000044,1,18,000044_female_Asian_58,mask4,1
000044,1,18,000044_female_Asian_58,mask5,1
000044,1,18,000044_female_Asian_58,normal,0
000044,1,18,000044_female_Asian_58,incorrect_mask,2
000045,1,18,000045_female_Asian_56,mask1,1
000045,1,18,000045_female_Asian_56,mask2,1
000045,1,18,000045_female_Asian_56,mask3,1
000045,1,18,000045_female_Asian_56,mask4,1
000045,1,18,000045_female_Asian_56,mask5,1
000045,1,18,000045_female_Asian_56,normal,0
000045,1,18,000045_female_Asian_56,incorrect_mask,2
000046,1,18,000046_male_Asian_55,mask1,1
000046,1,18,000046_male_Asian_55,mask2,1
000046,1,18,000046_male_Asian_55,mask3,1
000046,1,18,000046_male_Asian_55,mask4,1
000046,1,18,000046_male_Asian_55,mask5,1
000046,1,18,000046_male_Asian_55,normal,0
000046,1,18,000046_male_Asian_55,incorrect_mask,2
000047,1,18,000047_male_Asian_58,mask1,1
000047,1,18,000047_male_Asian_58,mask2,1
000047,1,18,000047_male_Asian_58,mask3,1
000047,1,18,000047_male_Asian_58,mask4,1
000047,1,18,000047_male_Asian_58,mask5,1
000047,1,18,000047_male_Asian_58,normal,0
000047,1,18,000047_male_Asian_58,incorrect_mask,2
000048,1,18,000048_female_Asian_57,mask1,1
000048,1,18,000048_female_Asian_57,mask2,1
000048,1,18,000048_female_Asian_57,mask3,1
000048,1,18,000048_female_Asian_57,mask4,1
000048,1,18,000048_female_Asian_57,mask5,1
000048,1,18,000048_female_Asian_57,normal,0
000048,1,18,000048_female_Asian_57,incorrect_mask,2
000062,1,18,000062_female_Asian_55,mask1,1
000062,1,18,000062_female_Asian_55,mask2,1
000062,1,18,000062_female_Asian_55,mask3,1
000062,1,18,000062_female_Asian_55,mask4,1
000062,1,18,000062_female_Asian_55,mask5,1
000062,1,18,000062_female_Asian_55,normal,0
000062,1,18,000062_female_Asian_55,incorrect_mask,2
000064,1,18,000064_male_Asian_59,mask1,1
000064,1,18,000064_male_Asian_59,mask2,1
000064,1,18,000064_male_Asian_59,mask3,1
000064,1,18,000064_male_Asian_59,mask4,1
000064,1,18,000064_male_Asian_59,mask5,1
000064,1,18,000064_male_Asian_59,normal,0
000064,1,18,000064_male_Asian_59,incorrect_mask,2
000066,1,18,000066_female_Asian_53,mask1,1
000066,1,18,000066_female_Asian_53,mask2,1
000066,1,18,000066_female_Asian_53,mask3,1
000066,1,18,000066_female_Asian_53,mask4,1
000066,1,18,000066_female_Asian_53,mask5,1
000066,1,18,000066_female_Asian_53,normal,0
000066,1,18,000066_female_Asian_53,incorrect_mask,2
000067,1,18,000067_female_Asian_54,mask1,1
000067,1,18,000067_female_Asian_54,mask2,1
000067,1,18,000067_female_Asian_54,mask3,1
000067,1,18,000067_female_Asian_54,mask4,1
000067,1,18,000067_female_Asian_54,mask5,1
000067,1,18,000067_female_Asian_54,normal,0
000067,1,18,000067_female_Asian_54,incorrect_mask,2
000069,1,18,000069_female_Asian_54,mask1,1
000069,1,18,000069_female_Asian_54,mask2,1
000069,1,18,000069_female_Asian_54,mask3,1
000069,1,18,000069_female_Asian_54,mask4,1
000069,1,18,000069_female_Asian_54,mask5,1
000069,1,18,000069_female_Asian_54,normal,0
000069,1,18,000069_female_Asian_54,incorrect_mask,2
000070,1,18,000070_female_Asian_58,mask1,1
000070,1,18,000070_female_Asian_58,mask2,1
000070,1,18,000070_female_Asian_58,mask3,1
000070,1,18,000070_female_Asian_58,mask4,1
000070,1,18,000070_female_Asian_58,mask5,1
000070,1,18,000070_female_Asian_58,normal,0
000070,1,18,000070_female_Asian_58,incorrect_mask,2
000071,1,18,000071_female_Asian_56,mask1,1
000071,1,18,000071_female_Asian_56,mask2,1
000071,1,18,000071_female_Asian_56,mask3,1
000071,1,18,000071_female_Asian_56,mask4,1
000071,1,18,000071_female_Asian_56,mask5,1
000071,1,18,000071_female_Asian_56,normal,0
000071,1,18,000071_female_Asian_56,incorrect_mask,2
000073,1,18,000073_female_Asian_52,mask1,1
000073,1,18,000073_female_Asian_52,mask2,1
000073,1,18,000073_female_Asian_52,mask3,1
000073,1,18,000073_female_Asian_52,mask4,1
000073,1,18,000073_female_Asian_52,mask5,1
000073,1,18,000073_female_Asian_52,normal,0
000073,1,18,000073_female_Asian_52,incorrect_mask,2
000075,1,18,000075_female_Asian_56,mask1,1
000075,1,18,000075_female_Asian_56,mask2,1
000075,1,18,000075_female_Asian_56,mask3,1
000075,1,18,000075_female_Asian_56,mask4,1
000075,1,18,000075_female_Asian_56,mask5,1
000075,1,18,000075_female_Asian_56,normal,0
000075,1,18,000075_female_Asian_56,incorrect_mask,2
000077,1,18,000077_male_Asian_59,mask1,1
000077,1,18,000077_male_Asian_59,mask2,1
000077,1,18,000077_male_Asian_59,mask3,1
000077,1,18,000077_male_Asian_59,mask4,1
000077,1,18,000077_male_Asian_59,mask5,1
000077,1,18,000077_male_Asian_59,normal,0
000077,1,18,000077_male_Asian_59,incorrect_mask,2
000078,1,18,000078_female_Asian_55,mask1,1
000078,1,18,000078_female_Asian_55,mask2,1
000078,1,18,000078_female_Asian_55,mask3,1
000078,1,18,000078_female_Asian_55,mask4,1
000078,1,18,000078_female_Asian_55,mask5,1
000078,1,18,000078_female_Asian_55,normal,0
000078,1,18,000078_female_Asian_55,incorrect_mask,2
000079,1,18,000079_female_Asian_57,mask1,1
000079,1,18,000079_female_Asian_57,mask2,1
000079,1,18,000079_female_Asian_57,mask3,1
000079,1,18,000079_female_Asian_57,mask4,1
000079,1,18,000079_female_Asian_57,mask5,1
000079,1,18,000079_female_Asian_57,normal,0
000079,1,18,000079_female_Asian_57,incorrect_mask,2
000080,1,18,000080_female_Asian_57,mask1,1
000080,1,18,000080_female_Asian_57,mask2,1
000080,1,18,000080_female_Asian_57,mask3,1
000080,1,18,000080_female_Asian_57,mask4,1
000080,1,18,000080_female_Asian_57,mask5,1
000080,1,18,000080_female_Asian_57,normal,0
000080,1,18,000080_female_Asian_57,incorrect_mask,2
000206,1,18,000206_female_Asian_57,mask1,1
000206,1,18,000206_female_Asian_57,mask2,1
000206,1,18,000206_female_Asian_57,mask3,1
000206,1,18,000206_female_Asian_57,mask4,1
000206,1,18,000206_female_Asian_57,mask5,1
000206,1,18,000206_female_Asian_57,normal,0
000206,1,18,000206_female_Asian_57,incorrect_mask,2
000207,1,18,000207_female_Asian_56,mask1,1
000207,1,18,000207_female_Asian_56,mask2,1
000207,1,18,000207_female_Asian_56,mask3,1
000207,1,18,000207_female_Asian_56,mask4,1
000207,1,18,000207_female_Asian_56,mask5,1
000207,1,18,000207_female_Asian_56,normal,0
000207,1,18,000207_female_Asian_56,incorrect_mask,2
000209,1,18,000209_female_Asian_56,mask1,1
000209,1,18,000209_female_Asian_56,mask2,1
000209,1,18,000209_female_Asian_56,mask3,1
000209,1,18,000209_female_Asian_56,mask4,1
000209,1,18,000209_female_Asian_56,mask5,1
000209,1,18,000209_female_Asian_56,normal,0
000209,1,18,000209_female_Asian_56,incorrect_mask,2
000210,1,18,000210_female_Asian_54,mask1,1
000210,1,18,000210_female_Asian_54,mask2,1
000210,1,18,000210_female_Asian_54,mask3,1
000210,1,18,000210_female_Asian_54,mask4,1
000210,1,18,000210_female_Asian_54,mask5,1
000210,1,18,000210_female_Asian_54,normal,0
000210,1,18,000210_female_Asian_54,incorrect_mask,2
000212,1,18,000212_female_Asian_51,mask1,1
000212,1,18,000212_female_Asian_51,mask2,1
000212,1,18,000212_female_Asian_51,mask3,1
000212,1,18,000212_female_Asian_51,mask4,1
000212,1,18,000212_female_Asian_51,mask5,1
000212,1,18,000212_female_Asian_51,normal,0
000212,1,18,000212_female_Asian_51,incorrect_mask,2
000214,1,18,000214_female_Asian_51,mask1,1
000214,1,18,000214_female_Asian_51,mask2,1
000214,1,18,000214_female_Asian_51,mask3,1
000214,1,18,000214_female_Asian_51,mask4,1
000214,1,18,000214_female_Asian_51,mask5,1
000214,1,18,000214_female_Asian_51,normal,0
000214,1,18,000214_female_Asian_51,incorrect_mask,2
000215,1,18,000215_female_Asian_59,mask1,1
000215,1,18,000215_female_Asian_59,mask2,1
000215,1,18,000215_female_Asian_59,mask3,1
000215,1,18,000215_female_Asian_59,mask4,1
000215,1,18,000215_female_Asian_59,mask5,1
000215,1,18,000215_female_Asian_59,normal,0
000215,1,18,000215_female_Asian_59,incorrect_mask,2
000216,1,18,000216_female_Asian_56,mask1,1
000216,1,18,000216_female_Asian_56,mask2,1
000216,1,18,000216_female_Asian_56,mask3,1
000216,1,18,000216_female_Asian_56,mask4,1
000216,1,18,000216_female_Asian_56,mask5,1
000216,1,18,000216_female_Asian_56,normal,0
000216,1,18,000216_female_Asian_56,incorrect_mask,2
000217,1,18,000217_female_Asian_54,mask1,1
000217,1,18,000217_female_Asian_54,mask2,1
000217,1,18,000217_female_Asian_54,mask3,1
000217,1,18,000217_female_Asian_54,mask4,1
000217,1,18,000217_female_Asian_54,mask5,1
000217,1,18,000217_female_Asian_54,normal,0
000217,1,18,000217_female_Asian_54,incorrect_mask,2
000218,1,18,000218_female_Asian_59,mask1,1
000218,1,18,000218_female_Asian_59,mask2,1
000218,1,18,000218_female_Asian_59,mask3,1
000218,1,18,000218_female_Asian_59,mask4,1
000218,1,18,000218_female_Asian_59,mask5,1
000218,1,18,000218_female_Asian_59,normal,0
000218,1,18,000218_female_Asian_59,incorrect_mask,2
000219,1,18,000219_female_Asian_53,mask1,1
000219,1,18,000219_female_Asian_53,mask2,1
000219,1,18,000219_female_Asian_53,mask3,1
000219,1,18,000219_female_Asian_53,mask4,1
000219,1,18,000219_female_Asian_53,mask5,1
000219,1,18,000219_female_Asian_53,normal,0
000219,1,18,000219_female_Asian_53,incorrect_mask,2
000221,1,18,000221_female_Asian_40,mask1,1
000221,1,18,000221_female_Asian_40,mask2,1
000221,1,18,000221_female_Asian_40,mask3,1
000221,1,18,000221_female_Asian_40,mask4,1
000221,1,18,000221_female_Asian_40,mask5,1
000221,1,18,000221_female_Asian_40,normal,0
000221,1,18,000221_female_Asian_40,incorrect_mask,2
000224,1,18,000224_female_Asian_56,mask1,1
000224,1,18,000224_female_Asian_56,mask2,1
000224,1,18,000224_female_Asian_56,mask3,1
000224,1,18,000224_female_Asian_56,mask4,1
000224,1,18,000224_female_Asian_56,mask5,1
000224,1,18,000224_female_Asian_56,normal,0
000224,1,18,000224_female_Asian_56,incorrect_mask,2
000225,1,18,000225_female_Asian_25,mask1,1
000225,1,18,000225_female_Asian_25,mask2,1
000225,1,18,000225_female_Asian_25,mask3,1
000225,1,18,000225_female_Asian_25,mask4,1
000225,1,18,000225_female_Asian_25,mask5,1
000225,1,18,000225_female_Asian_25,normal,0
000225,1,18,000225_female_Asian_25,incorrect_mask,2
000226,1,18,000226_female_Asian_58,mask1,1
000226,1,18,000226_female_Asian_58,mask2,1
000226,1,18,000226_female_Asian_58,mask3,1
000226,1,18,000226_female_Asian_58,mask4,1
000226,1,18,000226_female_Asian_58,mask5,1
000226,1,18,000226_female_Asian_58,normal,0
000226,1,18,000226_female_Asian_58,incorrect_mask,2
000227,1,18,000227_female_Asian_59,mask1,1
000227,1,18,000227_female_Asian_59,mask2,1
000227,1,18,000227_female_Asian_59,mask3,1
000227,1,18,000227_female_Asian_59,mask4,1
000227,1,18,000227_female_Asian_59,mask5,1
000227,1,18,000227_female_Asian_59,normal,0
000227,1,18,000227_female_Asian_59,incorrect_mask,2
000228,1,18,000228_female_Asian_56,mask1,1
000228,1,18,000228_female_Asian_56,mask2,1
000228,1,18,000228_female_Asian_56,mask3,1
000228,1,18,000228_female_Asian_56,mask4,1
000228,1,18,000228_female_Asian_56,mask5,1
000228,1,18,000228_female_Asian_56,normal,0
000228,1,18,000228_female_Asian_56,incorrect_mask,2
000229,1,18,000229_male_Asian_56,mask1,1
000229,1,18,000229_male_Asian_56,mask2,1
000229,1,18,000229_male_Asian_56,mask3,1
000229,1,18,000229_male_Asian_56,mask4,1
000229,1,18,000229_male_Asian_56,mask5,1
000229,1,18,000229_male_Asian_56,normal,0
000229,1,18,000229_male_Asian_56,incorrect_mask,2
000231,1,18,000231_male_Asian_56,mask1,1
000231,1,18,000231_male_Asian_56,mask2,1
000231,1,18,000231_male_Asian_56,mask3,1
000231,1,18,000231_male_Asian_56,mask4,1
000231,1,18,000231_male_Asian_56,mask5,1
000231,1,18,000231_male_Asian_56,normal,0
000231,1,18,000231_male_Asian_56,incorrect_mask,2
000232,1,18,000232_male_Asian_53,mask1,1
000232,1,18,000232_male_Asian_53,mask2,1
000232,1,18,000232_male_Asian_53,mask3,1
000232,1,18,000232_male_Asian_53,mask4,1
000232,1,18,000232_male_Asian_53,mask5,1
000232,1,18,000232_male_Asian_53,normal,0
000232,1,18,000232_male_Asian_53,incorrect_mask,2
000235,1,18,000235_male_Asian_57,mask1,1
000235,1,18,000235_male_Asian_57,mask2,1
000235,1,18,000235_male_Asian_57,mask3,1
000235,1,18,000235_male_Asian_57,mask4,1
000235,1,18,000235_male_Asian_57,mask5,1
000235,1,18,000235_male_Asian_57,normal,0
000235,1,18,000235_male_Asian_57,incorrect_mask,2
000236,1,18,000236_male_Asian_51,mask1,1
000236,1,18,000236_male_Asian_51,mask2,1
000236,1,18,000236_male_Asian_51,mask3,1
000236,1,18,000236_male_Asian_51,mask4,1
000236,1,18,000236_male_Asian_51,mask5,1
000236,1,18,000236_male_Asian_51,normal,0
000236,1,18,000236_male_Asian_51,incorrect_mask,2
000237,1,18,000237_male_Asian_56,mask1,1
000237,1,18,000237_male_Asian_56,mask2,1
000237,1,18,000237_male_Asian_56,mask3,1
000237,1,18,000237_male_Asian_56,mask4,1
000237,1,18,000237_male_Asian_56,mask5,1
000237,1,18,000237_male_Asian_56,normal,0
000237,1,18,000237_male_Asian_56,incorrect_mask,2
000238,1,18,000238_male_Asian_57,mask1,1
000238,1,18,000238_male_Asian_57,mask2,1
000238,1,18,000238_male_Asian_57,mask3,1
000238,1,18,000238_male_Asian_57,mask4,1
000238,1,18,000238_male_Asian_57,mask5,1
000238,1,18,000238_male_Asian_57,normal,0
000238,1,18,000238_male_Asian_57,incorrect_mask,2
000240,1,18,000240_male_Asian_57,mask1,1
000240,1,18,000240_male_Asian_57,mask2,1
000240,1,18,000240_male_Asian_57,mask3,1
000240,1,18,000240_male_Asian_57,mask4,1
000240,1,18,000240_male_Asian_57,mask5,1
000240,1,18,000240_male_Asian_57,normal,0
000240,1,18,000240_male_Asian_57,incorrect_mask,2
000241,1,18,000241_male_Asian_56,mask1,1
000241,1,18,000241_male_Asian_56,mask2,1
000241,1,18,000241_male_Asian_56,mask3,1
000241,1,18,000241_male_Asian_56,mask4,1
000241,1,18,000241_male_Asian_56,mask5,1
000241,1,18,000241_male_Asian_56,normal,0
000241,1,18,000241_male_Asian_56,incorrect_mask,2
000242,1,18,000242_male_Asian_56,mask1,1
000242,1,18,000242_male_Asian_56,mask2,1
000242,1,18,000242_male_Asian_56,mask3,1
000242,1,18,000242_male_Asian_56,mask4,1
000242,1,18,000242_male_Asian_56,mask5,1
000242,1,18,000242_male_Asian_56,normal,0
000242,1,18,000242_male_Asian_56,incorrect_mask,2
000243,1,18,000243_female_Asian_58,mask1,1
000243,1,18,000243_female_Asian_58,mask2,1
000243,1,18,000243_female_Asian_58,mask3,1
000243,1,18,000243_female_Asian_58,mask4,1
000243,1,18,000243_female_Asian_58,mask5,1
000243,1,18,000243_female_Asian_58,normal,0
000243,1,18,000243_female_Asian_58,incorrect_mask,2
000244,1,18,000244_female_Asian_56,mask1,1
000244,1,18,000244_female_Asian_56,mask2,1
000244,1,18,000244_female_Asian_56,mask3,1
000244,1,18,000244_female_Asian_56,mask4,1
