id,gender,race,age,path,mask
000033,male,Asian,57,000033_male_Asian_57,mask1
000033,male,Asian,57,000033_male_Asian_57,mask2
000033,male,Asian,57,000033_male_Asian_57,mask3
000033,male,Asian,57,000033_male_Asian_57,mask4
000033,male,Asian,57,000033_male_Asian_57,mask5
000033,male,Asian,57,000033_male_Asian_57,normal
000033,male,Asian,57,000033_male_Asian_57,incorrect_mask
000034,female,Asian,55,000034_female_Asian_55,mask1
000034,female,Asian,55,000034_female_Asian_55,mask2
000034,female,Asian,55,000034_female_Asian_55,mask3
000034,female,Asian,55,000034_female_Asian_55,mask4
000034,female,Asian,55,000034_female_Asian_55,mask5
000034,female,Asian,55,000034_female_Asian_55,normal
000034,female,Asian,55,000034_female_Asian_55,incorrect_mask
000036,female,Asian,58,000036_female_Asian_58,mask1
000036,female,Asian,58,000036_female_Asian_58,mask2
000036,female,Asian,58,000036_female_Asian_58,mask3
000036,female,Asian,58,000036_female_Asian_58,mask4
000036,female,Asian,58,000036_female_Asian_58,mask5
000036,female,Asian,58,000036_female_Asian_58,normal
000036,female,Asian,58,000036_female_Asian_58,incorrect_mask
000037,female,Asian,58,000037_female_Asian_58,mask1
000037,female,Asian,58,000037_female_Asian_58,mask2
000037,female,Asian,58,000037_female_Asian_58,mask3
000037,female,Asian,58,000037_female_Asian_58,mask4
000037,female,Asian,58,000037_female_Asian_58,mask5
000037,female,Asian,58,000037_female_Asian_58,normal
000037,female,Asian,58,000037_female_Asian_58,incorrect_mask
000038,female,Asian,58,000038_female_Asian_58,mask1
000038,female,Asian,58,000038_female_Asian_58,mask2
000038,female,Asian,58,000038_female_Asian_58,mask3
000038,female,Asian,58,000038_female_Asian_58,mask4
000038,female,Asian,58,000038_female_Asian_58,mask5
000038,female,Asian,58,000038_female_Asian_58,normal
000038,female,Asian,58,000038_female_Asian_58,incorrect_mask
000039,female,Asian,57,000039_female_Asian_57,mask1
000039,female,Asian,57,000039_female_Asian_57,mask2
000039,female,Asian,57,000039_female_Asian_57,mask3
000039,female,Asian,57,000039_female_Asian_57,mask4
000039,female,Asian,57,000039_female_Asian_57,mask5
000039,female,Asian,57,000039_female_Asian_57,normal
000039,female,Asian,57,000039_female_Asian_57,incorrect_mask
000040,female,Asian,57,000040_female_Asian_57,mask1
000040,female,Asian,57,000040_female_Asian_57,mask2
000040,female,Asian,57,000040_female_Asian_57,mask3
000040,female,Asian,57,000040_female_Asian_57,mask4
000040,female,Asian,57,000040_female_Asian_57,mask5
000040,female,Asian,57,000040_female_Asian_57,normal
000040,female,Asian,57,000040_female_Asian_57,incorrect_mask
000041,female,Asian,58,000041_female_Asian_58,mask1
000041,female,Asian,58,000041_female_Asian_58,mask2
000041,female,Asian,58,000041_female_Asian_58,mask3
000041,female,Asian,58,000041_female_Asian_58,mask4
000041,female,Asian,58,000041_female_Asian_58,mask5
000041,female,Asian,58,000041_female_Asian_58,normal
000041,female,Asian,58,000041_female_Asian_58,incorrect_mask
000043,male,Asian,56,000043_male_Asian_56,mask1
000043,male,Asian,56,000043_male_Asian_56,mask2
000043,male,Asian,56,000043_male_Asian_56,mask3
000043,male,Asian,56,000043_male_Asian_56,mask4
000043,male,Asian,56,000043_male_Asian_56,mask5
000043,male,Asian,56,000043_male_Asian_56,normal
000043,male,Asian,56,000043_male_Asian_56,incorrect_mask
000044,female,Asian,58,000044_female_Asian_58,mask1
000044,female,Asian,58,000044_female_Asian_58,mask2
000044,female,Asian,58,000044_female_Asian_58,mask3
000044,female,Asian,58,000044_female_Asian_58,mask4
000044,female,Asian,58,000044_female_Asian_58,mask5
000044,female,Asian,58,000044_female_Asian_58,normal
000044,female,Asian,58,000044_female_Asian_58,incorrect_mask
000045,female,Asian,56,000045_female_Asian_56,mask1
000045,female,Asian,56,000045_female_Asian_56,mask2
000045,female,Asian,56,000045_female_Asian_56,mask3
000045,female,Asian,56,000045_female_Asian_56,mask4
000045,female,Asian,56,000045_female_Asian_56,mask5
000045,female,Asian,56,000045_female_Asian_56,normal
000045,female,Asian,56,000045_female_Asian_56,incorrect_mask
000046,male,Asian,55,000046_male_Asian_55,mask1
000046,male,Asian,55,000046_male_Asian_55,mask2
000046,male,Asian,55,000046_male_Asian_55,mask3
000046,male,Asian,55,000046_male_Asian_55,mask4
000046,male,Asian,55,000046_male_Asian_55,mask5
000046,male,Asian,55,000046_male_Asian_55,normal
000046,male,Asian,55,000046_male_Asian_55,incorrect_mask
000047,male,Asian,58,000047_male_Asian_58,mask1
000047,male,Asian,58,000047_male_Asian_58,mask2
000047,male,Asian,58,000047_male_Asian_58,mask3
000047,male,Asian,58,000047_male_Asian_58,mask4
000047,male,Asian,58,000047_male_Asian_58,mask5
000047,male,Asian,58,000047_male_Asian_58,normal
000047,male,Asian,58,000047_male_Asian_58,incorrect_mask
000048,female,Asian,57,000048_female_Asian_57,mask1
000048,female,Asian,57,000048_female_Asian_57,mask2
000048,female,Asian,57,000048_female_Asian_57,mask3
000048,female,Asian,57,000048_female_Asian_57,mask4
000048,female,Asian,57,000048_female_Asian_57,mask5
000048,female,Asian,57,000048_female_Asian_57,normal
000048,female,Asian,57,000048_female_Asian_57,incorrect_mask
000062,female,Asian,55,000062_female_Asian_55,mask1
000062,female,Asian,55,000062_female_Asian_55,mask2
000062,female,Asian,55,000062_female_Asian_55,mask3
000062,female,Asian,55,000062_female_Asian_55,mask4
000062,female,Asian,55,000062_female_Asian_55,mask5
000062,female,Asian,55,000062_female_Asian_55,normal
000062,female,Asian,55,000062_female_Asian_55,incorrect_mask
000064,male,Asian,59,000064_male_Asian_59,mask1
000064,male,Asian,59,000064_male_Asian_59,mask2
000064,male,Asian,59,000064_male_Asian_59,mask3
000064,male,Asian,59,000064_male_Asian_59,mask4
000064,male,Asian,59,000064_male_Asian_59,mask5
000064,male,Asian,59,000064_male_Asian_59,normal
000064,male,Asian,59,000064_male_Asian_59,incorrect_mask
000066,female,Asian,53,000066_female_Asian_53,mask1
000066,female,Asian,53,000066_female_Asian_53,mask2
000066,female,Asian,53,000066_female_Asian_53,mask3
000066,female,Asian,53,000066_female_Asian_53,mask4
000066,female,Asian,53,000066_female_Asian_53,mask5
000066,female,Asian,53,000066_female_Asian_53,normal
000066,female,Asian,53,000066_female_Asian_53,incorrect_mask
000067,female,Asian,54,000067_female_Asian_54,mask1
000067,female,Asian,54,000067_female_Asian_54,mask2
000067,female,Asian,54,000067_female_Asian_54,mask3
000067,female,Asian,54,000067_female_Asian_54,mask4
000067,female,Asian,54,000067_female_Asian_54,mask5
000067,female,Asian,54,000067_female_Asian_54,normal
000067,female,Asian,54,000067_female_Asian_54,incorrect_mask
000069,female,Asian,54,000069_female_Asian_54,mask1
000069,female,Asian,54,000069_female_Asian_54,mask2
000069,female,Asian,54,000069_female_Asian_54,mask3
000069,female,Asian,54,000069_female_Asian_54,mask4
000069,female,Asian,54,000069_female_Asian_54,mask5
000069,female,Asian,54,000069_female_Asian_54,normal
000069,female,Asian,54,000069_female_Asian_54,incorrect_mask
000070,female,Asian,58,000070_female_Asian_58,mask1
000070,female,Asian,58,000070_female_Asian_58,mask2
000070,female,Asian,58,000070_female_Asian_58,mask3
000070,female,Asian,58,000070_female_Asian_58,mask4
000070,female,Asian,58,000070_female_Asian_58,mask5
000070,female,Asian,58,000070_female_Asian_58,normal
000070,female,Asian,58,000070_female_Asian_58,incorrect_mask
000071,female,Asian,56,000071_female_Asian_56,mask1
000071,female,Asian,56,000071_female_Asian_56,mask2
000071,female,Asian,56,000071_female_Asian_56,mask3
000071,female,Asian,56,000071_female_Asian_56,mask4
000071,female,Asian,56,000071_female_Asian_56,mask5
000071,female,Asian,56,000071_female_Asian_56,normal
000071,female,Asian,56,000071_female_Asian_56,incorrect_mask
000073,female,Asian,52,000073_female_Asian_52,mask1
000073,female,Asian,52,000073_female_Asian_52,mask2
000073,female,Asian,52,000073_female_Asian_52,mask3
000073,female,Asian,52,000073_female_Asian_52,mask4
000073,female,Asian,52,000073_female_Asian_52,mask5
000073,female,Asian,52,000073_female_Asian_52,normal
000073,female,Asian,52,000073_female_Asian_52,incorrect_mask
000075,female,Asian,56,000075_female_Asian_56,mask1
000075,female,Asian,56,000075_female_Asian_56,mask2
000075,female,Asian,56,000075_female_Asian_56,mask3
000075,female,Asian,56,000075_female_Asian_56,mask4
000075,female,Asian,56,000075_female_Asian_56,mask5
000075,female,Asian,56,000075_female_Asian_56,normal
000075,female,Asian,56,000075_female_Asian_56,incorrect_mask
000077,male,Asian,59,000077_male_Asian_59,mask1
000077,male,Asian,59,000077_male_Asian_59,mask2
000077,male,Asian,59,000077_male_Asian_59,mask3
000077,male,Asian,59,000077_male_Asian_59,mask4
000077,male,Asian,59,000077_male_Asian_59,mask5
000077,male,Asian,59,000077_male_Asian_59,normal
000077,male,Asian,59,000077_male_Asian_59,incorrect_mask
000078,female,Asian,55,000078_female_Asian_55,mask1
000078,female,Asian,55,000078_female_Asian_55,mask2
000078,female,Asian,55,000078_female_Asian_55,mask3
000078,female,Asian,55,000078_female_Asian_55,mask4
000078,female,Asian,55,000078_female_Asian_55,mask5
000078,female,Asian,55,000078_female_Asian_55,normal
000078,female,Asian,55,000078_female_Asian_55,incorrect_mask
000079,female,Asian,57,000079_female_Asian_57,mask1
000079,female,Asian,57,000079_female_Asian_57,mask2
000079,female,Asian,57,000079_female_Asian_57,mask3
000079,female,Asian,57,000079_female_Asian_57,mask4
000079,female,Asian,57,000079_female_Asian_57,mask5
000079,female,Asian,57,000079_female_Asian_57,normal
000079,female,Asian,57,000079_female_Asian_57,incorrect_mask
000080,female,Asian,57,000080_female_Asian_57,mask1
000080,female,Asian,57,000080_female_Asian_57,mask2
000080,female,Asian,57,000080_female_Asian_57,mask3
000080,female,Asian,57,000080_female_Asian_57,mask4
000080,female,Asian,57,000080_female_Asian_57,mask5
000080,female,Asian,57,000080_female_Asian_57,normal
000080,female,Asian,57,000080_female_Asian_57,incorrect_mask
000206,female,Asian,57,000206_female_Asian_57,mask1
000206,female,Asian,57,000206_female_Asian_57,mask2
000206,female,Asian,57,000206_female_Asian_57,mask3
000206,female,Asian,57,000206_female_Asian_57,mask4
000206,female,Asian,57,000206_female_Asian_57,mask5
000206,female,Asian,57,000206_female_Asian_57,normal
000206,female,Asian,57,000206_female_Asian_57,incorrect_mask
000207,female,Asian,56,000207_female_Asian_56,mask1
000207,female,Asian,56,000207_female_Asian_56,mask2
000207,female,Asian,56,000207_female_Asian_56,mask3
000207,female,Asian,56,000207_female_Asian_56,mask4
000207,female,Asian,56,000207_female_Asian_56,mask5
000207,female,Asian,56,000207_female_Asian_56,normal
000207,female,Asian,56,000207_female_Asian_56,incorrect_mask
000209,female,Asian,56,000209_female_Asian_56,mask1
000209,female,Asian,56,000209_female_Asian_56,mask2
000209,female,Asian,56,000209_female_Asian_56,mask3
000209,female,Asian,56,000209_female_Asian_56,mask4
000209,female,Asian,56,000209_female_Asian_56,mask5
000209,female,Asian,56,000209_female_Asian_56,normal
000209,female,Asian,56,000209_female_Asian_56,incorrect_mask
000210,female,Asian,54,000210_female_Asian_54,mask1
000210,female,Asian,54,000210_female_Asian_54,mask2
000210,female,Asian,54,000210_female_Asian_54,mask3
000210,female,Asian,54,000210_female_Asian_54,mask4
000210,female,Asian,54,000210_female_Asian_54,mask5
000210,female,Asian,54,000210_female_Asian_54,normal
000210,female,Asian,54,000210_female_Asian_54,incorrect_mask
000212,female,Asian,51,000212_female_Asian_51,mask1
000212,female,Asian,51,000212_female_Asian_51,mask2
000212,female,Asian,51,000212_female_Asian_51,mask3
000212,female,Asian,51,000212_female_Asian_51,mask4
000212,female,Asian,51,000212_female_Asian_51,mask5
000212,female,Asian,51,000212_female_Asian_51,normal
000212,female,Asian,51,000212_female_Asian_51,incorrect_mask
000214,female,Asian,51,000214_female_Asian_51,mask1
000214,female,Asian,51,000214_female_Asian_51,mask2
000214,female,Asian,51,000214_female_Asian_51,mask3
000214,female,Asian,51,000214_female_Asian_51,mask4
000214,female,Asian,51,000214_female_Asian_51,mask5
000214,female,Asian,51,000214_female_Asian_51,normal
000214,female,Asian,51,000214_female_Asian_51,incorrect_mask
000215,female,Asian,59,000215_female_Asian_59,mask1
000215,female,Asian,59,000215_female_Asian_59,mask2
000215,female,Asian,59,000215_female_Asian_59,mask3
000215,female,Asian,59,000215_female_Asian_59,mask4
000215,female,Asian,59,000215_female_Asian_59,mask5
000215,female,Asian,59,000215_female_Asian_59,normal
000215,female,Asian,59,000215_female_Asian_59,incorrect_mask
000216,female,Asian,56,000216_female_Asian_56,mask1
000216,female,Asian,56,000216_female_Asian_56,mask2
000216,female,Asian,56,000216_female_Asian_56,mask3
000216,female,Asian,56,000216_female_Asian_56,mask4
000216,female,Asian,56,000216_female_Asian_56,mask5
000216,female,Asian,56,000216_female_Asian_56,normal
000216,female,Asian,56,000216_female_Asian_56,incorrect_mask
000217,female,Asian,54,000217_female_Asian_54,mask1
000217,female,Asian,54,000217_female_Asian_54,mask2
000217,female,Asian,54,000217_female_Asian_54,mask3
000217,female,Asian,54,000217_female_Asian_54,mask4
000217,female,Asian,54,000217_female_Asian_54,mask5
000217,female,Asian,54,000217_female_Asian_54,normal
000217,female,Asian,54,000217_female_Asian_54,incorrect_mask
000218,female,Asian,59,000218_female_Asian_59,mask1
000218,female,Asian,59,000218_female_Asian_59,mask2
000218,female,Asian,59,000218_female_Asian_59,mask3
000218,female,Asian,59,000218_female_Asian_59,mask4
000218,female,Asian,59,000218_female_Asian_59,mask5
000218,female,Asian,59,000218_female_Asian_59,normal
000218,female,Asian,59,000218_female_Asian_59,incorrect_mask
000219,female,Asian,53,000219_female_Asian_53,mask1
000219,female,Asian,53,000219_female_Asian_53,mask2
000219,female,Asian,53,000219_female_Asian_53,mask3
000219,female,Asian,53,000219_female_Asian_53,mask4
000219,female,Asian,53,000219_female_Asian_53,mask5
000219,female,Asian,53,000219_female_Asian_53,normal
000219,female,Asian,53,000219_female_Asian_53,incorrect_mask
000221,female,Asian,40,000221_female_Asian_40,mask1
000221,female,Asian,40,000221_female_Asian_40,mask2
000221,female,Asian,40,000221_female_Asian_40,mask3
000221,female,Asian,40,000221_female_Asian_40,mask4
000221,female,Asian,40,000221_female_Asian_40,mask5
000221,female,Asian,40,000221_female_Asian_40,normal
000221,female,Asian,40,000221_female_Asian_40,incorrect_mask
000224,female,Asian,56,000224_female_Asian_56,mask1
000224,female,Asian,56,000224_female_Asian_56,mask2
000224,female,Asian,56,000224_female_Asian_56,mask3
000224,female,Asian,56,000224_female_Asian_56,mask4
000224,female,Asian,56,000224_female_Asian_56,mask5
000224,female,Asian,56,000224_female_Asian_56,normal
000224,female,Asian,56,000224_female_Asian_56,incorrect_mask
000225,female,Asian,25,000225_female_Asian_25,mask1
000225,female,Asian,25,000225_female_Asian_25,mask2
000225,female,Asian,25,000225_female_Asian_25,mask3
000225,female,Asian,25,000225_female_Asian_25,mask4
000225,female,Asian,25,000225_female_Asian_25,mask5
000225,female,Asian,25,000225_female_Asian_25,normal
000225,female,Asian,25,000225_female_Asian_25,incorrect_mask
000226,female,Asian,58,000226_female_Asian_58,mask1
000226,female,Asian,58,000226_female_Asian_58,mask2
000226,female,Asian,58,000226_female_Asian_58,mask3
000226,female,Asian,58,000226_female_Asian_58,mask4
000226,female,Asian,58,000226_female_Asian_58,mask5
000226,female,Asian,58,000226_female_Asian_58,normal
000226,female,Asian,58,000226_female_Asian_58,incorrect_mask
000227,female,Asian,59,000227_female_Asian_59,mask1
000227,female,Asian,59,000227_female_Asian_59,mask2
000227,female,Asian,59,000227_female_Asian_59,mask3
000227,female,Asian,59,000227_female_Asian_59,mask4
000227,female,Asian,59,000227_female_Asian_59,mask5
000227,female,Asian,59,000227_female_Asian_59,normal
000227,female,Asian,59,000227_female_Asian_59,incorrect_mask
000228,female,Asian,56,000228_female_Asian_56,mask1
000228,female,Asian,56,000228_female_Asian_56,mask2
000228,female,Asian,56,000228_female_Asian_56,mask3
000228,female,Asian,56,000228_female_Asian_56,mask4
000228,female,Asian,56,000228_female_Asian_56,mask5
000228,female,Asian,56,000228_female_Asian_56,normal
000228,female,Asian,56,000228_female_Asian_56,incorrect_mask
000229,male,Asian,56,000229_male_Asian_56,mask1
000229,male,Asian,56,000229_male_Asian_56,mask2
000229,male,Asian,56,000229_male_Asian_56,mask3
000229,male,Asian,56,000229_male_Asian_56,mask4
000229,male,Asian,56,000229_male_Asian_56,mask5
000229,male,Asian,56,000229_male_Asian_56,normal
000229,male,Asian,56,000229_male_Asian_56,incorrect_mask
000231,male,Asian,56,000231_male_Asian_56,mask1
000231,male,Asian,56,000231_male_Asian_56,mask2
000231,male,Asian,56,000231_male_Asian_56,mask3
000231,male,Asian,56,000231_male_Asian_56,mask4
000231,male,Asian,56,000231_male_Asian_56,mask5
000231,male,Asian,56,000231_male_Asian_56,normal
000231,male,Asian,56,000231_male_Asian_56,incorrect_mask
000232,male,Asian,53,000232_male_Asian_53,mask1
000232,male,Asian,53,000232_male_Asian_53,mask2
000232,male,Asian,53,000232_male_Asian_53,mask3
000232,male,Asian,53,000232_male_Asian_53,mask4
000232,male,Asian,53,000232_male_Asian_53,mask5
000232,male,Asian,53,000232_male_Asian_53,normal
000232,male,Asian,53,000232_male_Asian_53,incorrect_mask
000235,male,Asian,57,000235_male_Asian_57,mask1
000235,male,Asian,57,000235_male_Asian_57,mask2
000235,male,Asian,57,000235_male_Asian_57,mask3
000235,male,Asian,57,000235_male_Asian_57,mask4
000235,male,Asian,57,000235_male_Asian_57,mask5
000235,male,Asian,57,000235_male_Asian_57,normal
000235,male,Asian,57,000235_male_Asian_57,incorrect_mask
000236,male,Asian,51,000236_male_Asian_51,mask1
000236,male,Asian,51,000236_male_Asian_51,mask2
000236,male,Asian,51,000236_male_Asian_51,mask3
000236,male,Asian,51,000236_male_Asian_51,mask4
000236,male,Asian,51,000236_male_Asian_51,mask5
000236,male,Asian,51,000236_male_Asian_51,normal
000236,male,Asian,51,000236_male_Asian_51,incorrect_mask
000237,male,Asian,56,000237_male_Asian_56,mask1
000237,male,Asian,56,000237_male_Asian_56,mask2
000237,male,Asian,56,000237_male_Asian_56,mask3
