id,gender,age,path,mask,class
000014,1,1,000014_female_Asian_58,0,4
000014,1,1,000014_female_Asian_58,2,16
000014,1,1,000014_female_Asian_58,1,10
000015,0,1,000015_male_Asian_55,0,1
000015,0,1,000015_male_Asian_55,0,1
000015,0,1,000015_male_Asian_55,0,1
000015,0,1,000015_male_Asian_55,0,1
000015,0,1,000015_male_Asian_55,0,1
000015,0,1,000015_male_Asian_55,2,13
000015,0,1,000015_male_Asian_55,1,7
000016,1,1,000016_female_Asian_58,0,4
000016,1,1,000016_female_Asian_58,0,4
000016,1,1,000016_female_Asian_58,0,4
000016,1,1,000016_female_Asian_58,0,4
000016,1,1,000016_female_Asian_58,0,4
000016,1,1,000016_female_Asian_58,2,16
000016,1,1,000016_female_Asian_58,1,10
000018,1,1,000018_female_Asian_59,0,4
000018,1,1,000018_female_Asian_59,0,4
000018,1,1,000018_female_Asian_59,0,4
000018,1,1,000018_female_Asian_59,0,4
000018,1,1,000018_female_Asian_59,0,4
000018,1,1,000018_female_Asian_59,2,16
000018,1,1,000018_female_Asian_59,1,10
000019,1,1,000019_female_Asian_57,0,4
000019,1,1,000019_female_Asian_57,0,4
000019,1,1,000019_female_Asian_57,0,4
000019,1,1,000019_female_Asian_57,0,4
000019,1,1,000019_female_Asian_57,0,4
000019,1,1,000019_female_Asian_57,2,16
000019,1,1,000019_female_Asian_57,1,10
000020,1,1,000020_female_Asian_50,0,4
000020,1,1,000020_female_Asian_50,0,4
000020,1,1,000020_female_Asian_50,0,4
000020,1,1,000020_female_Asian_50,0,4
000020,1,1,000020_female_Asian_50,0,4
000020,1,1,000020_female_Asian_50,2,16
000020,1,1,000020_female_Asian_50,1,10
000021,1,1,000021_female_Asian_54,0,4
000021,1,1,000021_female_Asian_54,0,4
000021,1,1,000021_female_Asian_54,0,4
000021,1,1,000021_female_Asian_54,0,4
000021,1,1,000021_female_Asian_54,0,4
000021,1,1,000021_female_Asian_54,2,16
000021,1,1,000021_female_Asian_54,1,10
000022,1,1,000022_female_Asian_58,0,4
000022,1,1,000022_female_Asian_58,0,4
000022,1,1,000022_female_Asian_58,0,4
000022,1,1,000022_female_Asian_58,0,4
000022,1,1,000022_female_Asian_58,0,4
000022,1,1,000022_female_Asian_58,2,16
000022,1,1,000022_female_Asian_58,1,10
000023,1,1,000023_female_Asian_55,0,4
000023,1,1,000023_female_Asian_55,0,4
000023,1,1,000023_female_Asian_55,0,4
000023,1,1,000023_female_Asian_55,0,4
000023,1,1,000023_female_Asian_55,0,4
000023,1,1,000023_female_Asian_55,2,16
000023,1,1,000023_female_Asian_55,1,10
000024,1,1,000024_female_Asian_58,0,4
000024,1,1,000024_female_Asian_58,0,4
000024,1,1,000024_female_Asian_58,0,4
000024,1,1,000024_female_Asian_58,0,4
000024,1,1,000024_female_Asian_58,0,4
000024,1,1,000024_female_Asian_58,2,16
000024,1,1,000024_female_Asian_58,1,10
000025,1,1,000025_female_Asian_49,0,4
000025,1,1,000025_female_Asian_49,0,4
000025,1,1,000025_female_Asian_49,0,4
000025,1,1,000025_female_Asian_49,0,4
000025,1,1,000025_female_Asian_49,0,4
000025,1,1,000025_female_Asian_49,2,16
000025,1,1,000025_female_Asian_49,1,10
000026,1,1,000026_female_Asian_56,0,4
000026,1,1,000026_female_Asian_56,0,4
000026,1,1,000026_female_Asian_56,0,4
000026,1,1,000026_female_Asian_56,0,4
000026,1,1,000026_female_Asian_56,0,4
000026,1,1,000026_female_Asian_56,2,16
000026,1,1,000026_female_Asian_56,1,10
000028,1,1,000028_female_Asian_58,0,4
000028,1,1,000028_female_Asian_58,0,4
000028,1,1,000028_female_Asian_58,0,4
000028,1,1,000028_female_Asian_58,0,4
000028,1,1,000028_female_Asian_58,0,4
000028,1,1,000028_female_Asian_58,2,16
000028,1,1,000028_female_Asian_58,1,10
000029,1,1,000029_female_Asian_58,0,4
000029,1,1,000029_female_Asian_58,0,4
000029,1,1,000029_female_Asian_58,0,4
000029,1,1,000029_female_Asian_58,0,4
000029,1,1,000029_female_Asian_58,0,4
000029,1,1,000029_female_Asian_58,2,16
000029,1,1,000029_female_Asian_58,1,10
000030,1,1,000030_female_Asian_55,0,4
000030,1,1,000030_female_Asian_55,0,4
000030,1,1,000030_female_Asian_55,0,4
000030,1,1,000030_female_Asian_55,0,4
000030,1,1,000030_female_Asian_55,0,4
000030,1,1,000030_female_Asian_55,2,16
000030,1,1,000030_female_Asian_55,1,10
000031,1,1,000031_female_Asian_54,0,4
000031,1,1,000031_female_Asian_54,0,4
000031,1,1,000031_female_Asian_54,0,4
000031,1,1,000031_female_Asian_54,0,4
000031,1,1,000031_female_Asian_54,0,4
000031,1,1,000031_female_Asian_54,2,16
000031,1,1,000031_female_Asian_54,1,10
000033,0,1,000033_male_Asian_57,0,1
000033,0,1,000033_male_Asian_57,0,1
000033,0,1,000033_male_Asian_57,0,1
000033,0,1,000033_male_Asian_57,0,1
000033,0,1,000033_male_Asian_57,0,1
000033,0,1,000033_male_Asian_57,2,13
000033,0,1,000033_male_Asian_57,1,7
000034,1,1,000034_female_Asian_55,0,4
000034,1,1,000034_female_Asian_55,0,4
000034,1,1,000034_female_Asian_55,0,4
000034,1,1,000034_female_Asian_55,0,4
000034,1,1,000034_female_Asian_55,0,4
000034,1,1,000034_female_Asian_55,2,16
000034,1,1,000034_female_Asian_55,1,10
000036,1,1,000036_female_Asian_58,0,4
000036,1,1,000036_female_Asian_58,0,4
000036,1,1,000036_female_Asian_58,0,4
000036,1,1,000036_female_Asian_58,0,4
000036,1,1,000036_female_Asian_58,0,4
000036,1,1,000036_female_Asian_58,2,16
000036,1,1,000036_female_Asian_58,1,10
000037,1,1,000037_female_Asian_58,0,4
000037,1,1,000037_female_Asian_58,0,4
000037,1,1,000037_female_Asian_58,0,4
000037,1,1,000037_female_Asian_58,0,4
000037,1,1,000037_female_Asian_58,0,4
000037,1,1,000037_female_Asian_58,2,16
000037,1,1,000037_female_Asian_58,1,10
000038,1,1,000038_female_Asian_58,0,4
000038,1,1,000038_female_Asian_58,0,4
000038,1,1,000038_female_Asian_58,0,4
000038,1,1,000038_female_Asian_58,0,4
000038,1,1,000038_female_Asian_58,0,4
000038,1,1,000038_female_Asian_58,2,16
000038,1,1,000038_female_Asian_58,1,10
000039,1,1,000039_female_Asian_57,0,4
000039,1,1,000039_female_Asian_57,0,4
000039,1,1,000039_female_Asian_57,0,4
000039,1,1,000039_female_Asian_57,0,4
000039,1,1,000039_female_Asian_57,0,4
000039,1,1,000039_female_Asian_57,2,16
000039,1,1,000039_female_Asian_57,1,10
000040,1,1,000040_female_Asian_57,0,4
000040,1,1,000040_female_Asian_57,0,4
000040,1,1,000040_female_Asian_57,0,4
000040,1,1,000040_female_Asian_57,0,4
000040,1,1,000040_female_Asian_57,0,4
000040,1,1,000040_female_Asian_57,2,16
000040,1,1,000040_female_Asian_57,1,10
000041,1,1,000041_female_Asian_58,0,4
000041,1,1,000041_female_Asian_58,0,4
000041,1,1,000041_female_Asian_58,0,4
000041,1,1,000041_female_Asian_58,0,4
000041,1,1,000041_female_Asian_58,0,4
000041,1,1,000041_female_Asian_58,2,16
000041,1,1,000041_female_Asian_58,1,10
000043,0,1,000043_male_Asian_56,0,1
000043,0,1,000043_male_Asian_56,0,1
000043,0,1,000043_male_Asian_56,0,1
000043,0,1,000043_male_Asian_56,0,1
000043,0,1,000043_male_Asian_56,0,1
000043,0,1,000043_male_Asian_56,2,13
000043,0,1,000043_male_Asian_56,1,7
000044,1,1,000044_female_Asian_58,0,4
000044,1,1,000044_female_Asian_58,0,4
000044,1,1,000044_female_Asian_58,0,4
000044,1,1,000044_female_Asian_58,0,4
000044,1,1,000044_female_Asian_58,0,4
000044,1,1,000044_female_Asian_58,2,16
000044,1,1,000044_female_Asian_58,1,10
000045,1,1,000045_female_Asian_56,0,4
000045,1,1,000045_female_Asian_56,0,4
000045,1,1,000045_female_Asian_56,0,4
000045,1,1,000045_female_Asian_56,0,4
000045,1,1,000045_female_Asian_56,0,4
000045,1,1,000045_female_Asian_56,2,16
000045,1,1,000045_female_Asian_56,1,10
000046,0,1,000046_male_Asian_55,0,1
000046,0,1,000046_male_Asian_55,0,1
000046,0,1,000046_male_Asian_55,0,1
000046,0,1,000046_male_Asian_55,0,1
000046,0,1,000046_male_Asian_55,0,1
000046,0,1,000046_male_Asian_55,2,13
000046,0,1,000046_male_Asian_55,1,7
000047,0,1,000047_male_Asian_58,0,1
000047,0,1,000047_male_Asian_58,0,1
000047,0,1,000047_male_Asian_58,0,1
000047,0,1,000047_male_Asian_58,0,1
000047,0,1,000047_male_Asian_58,0,1
000047,0,1,000047_male_Asian_58,2,13
000047,0,1,000047_male_Asian_58,1,7
000048,1,1,000048_female_Asian_57,0,4
000048,1,1,000048_female_Asian_57,0,4
000048,1,1,000048_female_Asian_57,0,4
000048,1,1,000048_female_Asian_57,0,4
000048,1,1,000048_female_Asian_57,0,4
000048,1,1,000048_female_Asian_57,2,16
000048,1,1,000048_female_Asian_57,1,10
000062,1,1,000062_female_Asian_55,0,4
000062,1,1,000062_female_Asian_55,0,4
000062,1,1,000062_female_Asian_55,0,4
000062,1,1,000062_female_Asian_55,0,4
000062,1,1,000062_female_Asian_55,0,4
000062,1,1,000062_female_Asian_55,2,16
000062,1,1,000062_female_Asian_55,1,10
000064,0,1,000064_male_Asian_59,0,1
000064,0,1,000064_male_Asian_59,0,1
000064,0,1,000064_male_Asian_59,0,1
000064,0,1,000064_male_Asian_59,0,1
000064,0,1,000064_male_Asian_59,0,1
000064,0,1,000064_male_Asian_59,2,13
000064,0,1,000064_male_Asian_59,1,7
000066,1,1,000066_female_Asian_53,0,4
000066,1,1,000066_female_Asian_53,0,4
000066,1,1,000066_female_Asian_53,0,4
000066,1,1,000066_female_Asian_53,0,4
000066,1,1,000066_female_Asian_53,0,4
000066,1,1,000066_female_Asian_53,2,16
000066,1,1,000066_female_Asian_53,1,10
000067,1,1,000067_female_Asian_54,0,4
000067,1,1,000067_female_Asian_54,0,4
000067,1,1,000067_female_Asian_54,0,4
000067,1,1,000067_female_Asian_54,0,4
000067,1,1,000067_female_Asian_54,0,4
000067,1,1,000067_female_Asian_54,2,16
000067,1,1,000067_female_Asian_54,1,10
000069,1,1,000069_female_Asian_54,0,4
000069,1,1,000069_female_Asian_54,0,4
000069,1,1,000069_female_Asian_54,0,4
000069,1,1,000069_female_Asian_54,0,4
000069,1,1,000069_female_Asian_54,0,4
000069,1,1,000069_female_Asian_54,2,16
000069,1,1,000069_female_Asian_54,1,10
000070,1,1,000070_female_Asian_58,0,4
000070,1,1,000070_female_Asian_58,0,4
000070,1,1,000070_female_Asian_58,0,4
000070,1,1,000070_female_Asian_58,0,4
000070,1,1,000070_female_Asian_58,0,4
000070,1,1,000070_female_Asian_58,2,16
000070,1,1,000070_female_Asian_58,1,10
000071,1,1,000071_female_Asian_56,0,4
000071,1,1,000071_female_Asian_56,0,4
000071,1,1,000071_female_Asian_56,0,4
000071,1,1,000071_female_Asian_56,0,4
000071,1,1,000071_female_Asian_56,0,4
000071,1,1,000071_female_Asian_56,2,16
000071,1,1,000071_female_Asian_56,1,10
000073,1,1,000073_female_Asian_52,0,4
000073,1,1,000073_female_Asian_52,0,4
000073,1,1,000073_female_Asian_52,0,4
000073,1,1,000073_female_Asian_52,0,4
000073,1,1,000073_female_Asian_52,0,4
000073,1,1,000073_female_Asian_52,2,16
000073,1,1,000073_female_Asian_52,1,10
000075,1,1,000075_female_Asian_56,0,4
000075,1,1,000075_female_Asian_56,0,4
000075,1,1,000075_female_Asian_56,0,4
000075,1,1,000075_female_Asian_56,0,4
000075,1,1,000075_female_Asian_56,0,4
000075,1,1,000075_female_Asian_56,2,16
000075,1,1,000075_female_Asian_56,1,10
000077,0,1,000077_male_Asian_59,0,1
000077,0,1,000077_male_Asian_59,0,1
000077,0,1,000077_male_Asian_59,0,1
000077,0,1,000077_male_Asian_59,0,1
000077,0,1,000077_male_Asian_59,0,1
000077,0,1,000077_male_Asian_59,2,13
000077,0,1,000077_male_Asian_59,1,7
000078,1,1,000078_female_Asian_55,0,4
000078,1,1,000078_female_Asian_55,0,4
000078,1,1,000078_female_Asian_55,0,4
000078,1,1,000078_female_Asian_55,0,4
000078,1,1,000078_female_Asian_55,0,4
000078,1,1,000078_female_Asian_55,2,16
000078,1,1,000078_female_Asian_55,1,10
000079,1,1,000079_female_Asian_57,0,4
000079,1,1,000079_female_Asian_57,0,4
000079,1,1,000079_female_Asian_57,0,4
000079,1,1,000079_female_Asian_57,0,4
000079,1,1,000079_female_Asian_57,0,4
000079,1,1,000079_female_Asian_57,2,16
000079,1,1,000079_female_Asian_57,1,10
000080,1,1,000080_female_Asian_57,0,4
000080,1,1,000080_female_Asian_57,0,4
000080,1,1,000080_female_Asian_57,0,4
000080,1,1,000080_female_Asian_57,0,4
000080,1,1,000080_female_Asian_57,0,4
000080,1,1,000080_female_Asian_57,2,16
000080,1,1,000080_female_Asian_57,1,10
000206,1,1,000206_female_Asian_57,0,4
000206,1,1,000206_female_Asian_57,0,4
000206,1,1,000206_female_Asian_57,0,4
000206,1,1,000206_female_Asian_57,0,4
000206,1,1,000206_female_Asian_57,0,4
000206,1,1,000206_female_Asian_57,2,16
000206,1,1,000206_female_Asian_57,1,10
000207,1,1,000207_female_Asian_56,0,4
000207,1,1,000207_female_Asian_56,0,4
000207,1,1,000207_female_Asian_56,0,4
000207,1,1,000207_female_Asian_56,0,4
000207,1,1,000207_female_Asian_56,0,4
000207,1,1,000207_female_Asian_56,2,16
000207,1,1,000207_female_Asian_56,1,10
000209,1,1,000209_female_Asian_56,0,4
000209,1,1,000209_female_Asian_56,0,4
000209,1,1,000209_female_Asian_56,0,4
000209,1,1,000209_female_Asian_56,0,4
000209,1,1,000209_female_Asian_56,0,4
000209,1,1,000209_female_Asian_56,2,16
000209,1,1,000209_female_Asian_56,1,10
000210,1,1,000210_female_Asian_54,0,4
000210,1,1,000210_female_Asian_54,0,4
000210,1,1,000210_female_Asian_54,0,4
000210,1,1,000210_female_Asian_54,0,4
000210,1,1,000210_female_Asian_54,0,4
000210,1,1,000210_female_Asian_54,2,16
000210,1,1,000210_female_Asian_54,1,10
000212,1,1,000212_female_Asian_51,0,4
000212,1,1,000212_female_Asian_51,0,4
000212,1,1,000212_female_Asian_51,0,4
000212,1,1,000212_female_Asian_51,0,4
000212,1,1,000212_female_Asian_51,0,4
000212,1,1,000212_female_Asian_51,2,16
000212,1,1,000212_female_Asian_51,1,10
000214,1,1,000214_female_Asian_51,0,4
000214,1,1,000214_female_Asian_51,0,4
000214,1,1,000214_female_Asian_51,0,4
000214,1,1,000214_female_Asian_51,0,4
000214,1,1,000214_female_Asian_51,0,4
000214,1,1,000214_female_Asian_51,2,16
000214,1,1,000214_female_Asian_51,1,10
000215,1,1,000215_female_Asian_59,0,4
000215,1,1,000215_female_Asian_59,0,4
000215,1,1,000215_female_Asian_59,0,4
000215,1,1,000215_female_Asian_59,0,4
000215,1,1,000215_female_Asian_59,0,4
000215,1,1,000215_female_Asian_59,2,16
000215,1,1,000215_female_Asian_59,1,10
000216,1,1,000216_female_Asian_56,0,4
000216,1,1,000216_female_Asian_56,0,4
000216,1,1,000216_female_Asian_56,0,4
000216,1,1,000216_female_Asian_56,0,4
000216,1,1,000216_female_Asian_56,0,4
000216,1,1,000216_female_Asian_56,2,16
000216,1,1,000216_female_Asian_56,1,10
000217,1,1,000217_female_Asian_54,0,4
000217,1,1,000217_female_Asian_54,0,4
000217,1,1,000217_female_Asian_54,0,4
000217,1,1,000217_female_Asian_54,0,4
000217,1,1,000217_female_Asian_54,0,4
000217,1,1,000217_female_Asian_54,2,16
000217,1,1,000217_female_Asian_54,1,10
000218,1,1,000218_female_Asian_59,0,4
000218,1,1,000218_female_Asian_59,0,4
000218,1,1,000218_female_Asian_59,0,4
000218,1,1,000218_female_Asian_59,0,4
000218,1,1,000218_female_Asian_59,0,4
000218,1,1,000218_female_Asian_59,2,16
000218,1,1,000218_female_Asian_59,1,10
000219,1,1,000219_female_Asian_53,0,4
000219,1,1,000219_female_Asian_53,0,4
000219,1,1,000219_female_Asian_53,0,4
000219,1,1,000219_female_Asian_53,0,4
000219,1,1,000219_female_Asian_53,0,4
000219,1,1,000219_female_Asian_53,2,16
000219,1,1,000219_female_Asian_53,1,10
000221,1,1,000221_female_Asian_40,0,4
000221,1,1,000221_female_Asian_40,0,4
000221,1,1,000221_female_Asian_40,0,4
000221,1,1,000221_female_Asian_40,0,4
000221,1,1,000221_female_Asian_40,0,4
000221,1,1,000221_female_Asian_40,2,16
000221,1,1,000221_female_Asian_40,1,10
000224,1,1,000224_female_Asian_56,0,4
000224,1,1,000224_female_Asian_56,0,4
000224,1,1,000224_female_Asian_56,0,4
000224,1,1,000224_female_Asian_56,0,4
000224,1,1,000224_female_Asian_56,0,4
000224,1,1,000224_female_Asian_56,2,16
000224,1,1,000224_female_Asian_56,1,10
000225,1,0,000225_female_Asian_25,0,3
000225,1,0,000225_female_Asian_25,0,3
000225,1,0,000225_female_Asian_25,0,3
000225,1,0,000225_female_Asian_25,0,3
000225,1,0,000225_female_Asian_25,0,3
000225,1,0,000225_female_Asian_25,2,15
000225,1,0,000225_female_Asian_25,1,9
000226,1,1,000226_female_Asian_58,0,4
000226,1,1,000226_female_Asian_58,0,4
000226,1,1,000226_female_Asian_58,0,4
000226,1,1,000226_female_Asian_58,0,4
000226,1,1,000226_female_Asian_58,0,4
000226,1,1,000226_female_Asian_58,2,16
000226,1,1,000226_female_Asian_58,1,10
000227,1,1,000227_female_Asian_59,0,4
000227,1,1,000227_female_Asian_59,0,4
000227,1,1,000227_female_Asian_59,0,4
000227,1,1,000227_female_Asian_59,0,4
000227,1,1,000227_female_Asian_59,0,4
000227,1,1,000227_female_Asian_59,2,16
000227,1,1,000227_female_Asian_59,1,10
000228,1,1,000228_female_Asian_56,0,4
000228,1,1,000228_female_Asian_56,0,4
000228,1,1,000228_female_Asian_56,0,4
000228,1,1,000228_female_Asian_56,0,4
000228,1,1,000228_female_Asian_56,0,4
000228,1,1,000228_female_Asian_56,2,16
000228,1,1,000228_female_Asian_56,1,10
000229,0,1,000229_male_Asian_56,0,1
000229,0,1,000229_male_Asian_56,0,1
000229,0,1,000229_male_Asian_56,0,1
000229,0,1,000229_male_Asian_56,0,1
000229,0,1,000229_male_Asian_56,0,1
000229,0,1,000229_male_Asian_56,2,13
000229,0,1,000229_male_Asian_56,1,7
000231,0,1,000231_male_Asian_56,0,1
000231,0,1,000231_male_Asian_56,0,1
000231,0,1,000231_male_Asian_56,0,1
000231,0,1,000231_male_Asian_56,0,1
000231,0,1,000231_male_Asian_56,0,1
000231,0,1,000231_male_Asian_56,2,13
000231,0,1,000231_male_Asian_56,1,7
000232,0,1,000232_male_Asian_53,0,1
000232,0,1,000232_male_Asian_53,0,1
000232,0,1,000232_male_Asian_53,0,1
000232,0,1,000232_male_Asian_53,0,1
000232,0,1,000232_male_Asian_53,0,1
000232,0,1,000232_male_Asian_53,2,13
000232,0,1,000232_male_Asian_53,1,7
000235,0,1,000235_male_Asian_57,0,1
000235,0,1,000235_male_Asian_57,0,1
000235,0,1,000235_male_Asian_57,0,1
000235,0,1,000235_male_Asian_57,0,1
000235,0,1,000235_male_Asian_57,0,1
000235,0,1,000235_male_Asian_57,2,13
000235,0,1,000235_male_Asian_57,1,7
000236,0,1,000236_male_Asian_51,0,1
000236,0,1,000236_male_Asian_51,0,1
000236,0,1,000236_male_Asian_51,0,1
000236,0,1,000236_male_Asian_51,0,1
000236,0,1,000236_male_Asian_51,0,1
000236,0,1,000236_male_Asian_51,2,13
000236,0,1,000236_male_Asian_51,1,7
000237,0,1,000237_male_Asian_56,0,1
000237,0,1,000237_male_Asian_56,0,1
000237,0,1,000237_male_Asian_56,0,1
000237,0,1,000237_male_Asian_56,0,1
000237,0,1,000237_male_Asian_56,0,1
000237,0,1,000237_male_Asian_56,2,13
000237,0,1,000237_male_Asian_56,1,7
000238,0,1,000238_male_Asian_57,0,1
000238,0,1,000238_male_Asian_57,0,1
000238,0,1,000238_male_Asian_57,0,1
000238,0,1,000238_male_Asian_57,0,1
000238,0,1,000238_male_Asian_57,0,1
000238,0,1,000238_male_Asian_57,2,13
000238,0,1,000238_male_Asian_57,1,7
000240,0,1,000240_male_Asian_57,0,1
000240,0,1,000240_male_Asian_57,0,1
000240,0,1,000240_male_Asian_57,0,1
000240,0,1,000240_male_Asian_57,0,1
000240,0,1,000240_male_Asian_57,0,1
000240,0,1,000240_male_Asian_57,2,13
000240,0,1,000240_male_Asian_57,1,7
000241,0,1,000241_male_Asian_56,0,1
000241,0,1,000241_male_Asian_56,0,1
000241,0,1,000241_male_Asian_56,0,1
000241,0,1,000241_male_Asian_56,0,1
000241,0,1,000241_male_Asian_56,0,1
000241,0,1,000241_male_Asian_56,2,13
000241,0,1,000241_male_Asian_56,1,7
000242,0,1,000242_male_Asian_56,0,1
000242,0,1,000242_male_Asian_56,0,1
000242,0,1,000242_male_Asian_56,0,1
000242,0,1,000242_male_Asian_56,0,1
000242,0,1,000242_male_Asian_56,0,1
000242,0,1,000242_male_Asian_56,2,13
000242,0,1,000242_male_Asian_56,1,7
000243,1,1,000243_female_Asian_58,0,4
000243,1,1,000243_female_Asian_58,0,4
000243,1,1,000243_female_Asian_58,0,4
000243,1,1,000243_female_Asian_58,0,4
000243,1,1,000243_female_Asian_58,0,4
000243,1,1,000243_female_Asian_58,2,16
000243,1,1,000243_female_Asian_58,1,10
000244,1,1,000244_female_Asian_56,0,4
000244,1,1,000244_female_Asian_56,0,4
000244,1,1,000244_female_Asian_56,0,4
000244,1,1,000244_female_Asian_56,0,4
000244,1,1,000244_female_Asian_56,0,4
000244,1,1,000244_female_Asian_56,2,16
000244,1,1,000244_female_Asian_56,1,10
000245,0,1,000245_male_Asian_58,0,1
000245,0,1,000245_male_Asian_58,0,1
000245,0,1,000245_male_Asian_58,0,1
000245,0,1,000245_male_Asian_58,0,1
000245,0,1,000245_male_Asian_58,0,1
000245,0,1,000245_male_Asian_58,2,13
000245,0,1,000245_male_Asian_58,1,7
000248,1,1,000248_female_Asian_54,0,4
000248,1,1,000248_female_Asian_54,0,4
000248,1,1,000248_female_Asian_54,0,4
000248,1,1,000248_female_Asian_54,0,4
000248,1,1,000248_female_Asian_54,0,4
000248,1,1,000248_female_Asian_54,2,16
000248,1,1,000248_female_Asian_54,1,10
000249,0,1,000249_male_Asian_53,0,1
000249,0,1,000249_male_Asian_53,0,1
000249,0,1,000249_male_Asian_53,0,1
000249,0,1,000249_male_Asian_53,0,1
000249,0,1,000249_male_Asian_53,0,1
000249,0,1,000249_male_Asian_53,2,13
000249,0,1,000249_male_Asian_53,1,7
000255,1,1,000255_female_Asian_59,0,4
000255,1,1,000255_female_Asian_59,0,4
000255,1,1,000255_female_Asian_59,0,4
000255,1,1,000255_female_Asian_59,0,4
000255,1,1,000255_female_Asian_59,0,4
000255,1,1,000255_female_Asian_59,2,16
000255,1,1,000255_female_Asian_59,1,10
000256,1,1,000256_female_Asian_58,0,4
000256,1,1,000256_female_Asian_58,0,4
000256,1,1,000256_female_Asian_58,0,4
000256,1,1,000256_female_Asian_58,0,4
000256,1,1,000256_female_Asian_58,0,4
000256,1,1,000256_female_Asian_58,2,16
000256,1,1,000256_female_Asian_58,1,10
000260,1,1,000260_female_Asian_58,0,4
000260,1,1,000260_female_Asian_58,0,4
000260,1,1,000260_female_Asian_58,0,4
000260,1,1,000260_female_Asian_58,0,4
000260,1,1,000260_female_Asian_58,0,4
000260,1,1,000260_female_Asian_58,2,16
000260,1,1,000260_female_Asian_58,1,10
000261,1,1,000261_female_Asian_58,0,4
000261,1,1,000261_female_Asian_58,0,4
000261,1,1,000261_female_Asian_58,0,4
000261,1,1,000261_female_Asian_58,0,4
000261,1,1,000261_female_Asian_58,0,4
000261,1,1,000261_female_Asian_58,2,16
000261,1,1,000261_female_Asian_58,1,10
000262,0,1,000262_male_Asian_56,0,1
000262,0,1,000262_male_Asian_56,0,1
000262,0,1,000262_male_Asian_56,0,1
000262,0,1,000262_male_Asian_56,0,1
000262,0,1,000262_male_Asian_56,0,1
000262,0,1,000262_male_Asian_56,2,13
000262,0,1,000262_male_Asian_56,1,7
000263,1,1,000263_female_Asian_48,0,4
000263,1,1,000263_female_Asian_48,0,4
000263,1,1,000263_female_Asian_48,0,4
000263,1,1,000263_female_Asian_48,0,4
000263,1,1,000263_female_Asian_48,0,4
